flight_number,airline,passengers,arrival_date,arrival_time
926,US,529,20130110,19000101084100
3737,MQ,719,20130110,19000101084200
2118,US,184,20130110,19000101085100
3259,EV,284,20130110,19000101094700
20,B6,264,20130110,19000101101900
4230,EV,605,20130110,19000101104100
4187,EV,748,20130110,19000101110100
112,UA,2475,20130110,19000101111300
4638,EV,569,20130110,19000101111500
1747,DL,762,20130110,19000101113300
120,DL,2475,20130110,19000101123400
2173,US,214,20130110,19000101131300
1903,DL,1047,20130110,19000101132900
602,B6,273,20130110,19000101145500
315,DL,1598,20130110,19000101155500
2231,DL,502,20130110,19000101181700
369,B6,1035,20130110,19000101191100
509,B6,1065,20130110,19000101194800
1221,UA,1372,20130110,19000101211500
3320,9E,301,20130110,19000101213000
530,WN,725,20130110,19000101222900
30,B6,264,20130111,19000101000300
4941,EV,1008,20130111,19000101082700
44,B6,209,20130111,19000101093500
2169,US,214,20130111,19000101105400
799,UA,2586,20130111,19000101105700
3795,MQ,719,20130111,19000101113700
4429,MQ,479,20130111,19000101164600
359,B6,2465,20130111,19000101200900
5683,EV,748,20130111,19000101205300
4312,EV,199,20130111,19000101211900
4133,EV,594,20130111,19000101230900
3856,9E,760,20130112,19000101083900
711,AA,1389,20130112,19000101092900
4498,EV,1008,20130112,19000101102000
5711,EV,228,20130112,19000101111200
336,UA,1882,20130112,19000101111500
1479,UA,1634,20130112,19000101114400
1783,B6,944,20130112,19000101162800
4178,9E,264,20130112,19000101170400
141,B6,1028,20130112,19000101173100
393,B6,950,20130112,19000101173800
139,B6,1074,20130112,19000101192000
359,B6,2465,20130112,19000101195200
1713,DL,746,20130112,19000101195300
773,AA,1389,20130112,19000101200200
1279,UA,1400,20130112,19000101202000
951,DL,760,20130112,19000101210000
1611,AA,1096,20130112,19000101213100
1018,B6,187,20130112,19000101235700
4204,EV,1325,20130113,19000101005800
541,UA,2454,20130113,19000101085100
4406,MQ,427,20130113,19000101093700
3521,9E,740,20130113,19000101093900
4220,9E,427,20130113,19000101102600
413,AA,1598,20130113,19000101113400
353,FL,397,20130113,19000101130900
1174,DL,1035,20130113,19000101131700
2099,AA,1096,20130113,19000101140700
133,B6,1074,20130113,19000101164900
402,UA,404,20130113,19000101164900
117,AA,2475,20130113,19000101165600
4997,EV,488,20130113,19000101190000
1615,UA,2227,20130113,19000101193000
1585,DL,950,20130113,19000101195400
2189,US,214,20130113,19000101212700
119,AA,2454,20130113,19000101215000
301,AA,733,20130114,19000101074000
4599,MQ,1020,20130114,19000101084700
1109,DL,1010,20130114,19000101110500
17,B6,1069,20130114,19000101112000
1103,US,529,20130114,19000101121500
1275,DL,1990,20130114,19000101140500
3,AA,2475,20130114,19000101151400
1790,AA,187,20130114,19000101175100
473,UA,1065,20130114,19000101175500
2138,US,184,20130114,19000101185000
2126,DL,2586,20130114,19000101190800
2187,US,214,20130114,19000101201000
127,DL,2475,20130114,19000101205100
2363,DL,2475,20130115,19000101000400
3839,WN,711,20130115,19000101074800
345,FL,762,20130115,19000101084100
1815,AA,944,20130115,19000101094800
1179,UA,997,20130115,19000101102600
487,US,541,20130115,19000101103700
4670,MQ,764,20130115,19000101113400
5711,EV,228,20130115,19000101115800
4530,EV,1134,20130115,19000101123400
421,UA,2565,20130115,19000101124400
1623,UA,937,20130115,19000101124800
1647,DL,762,20130115,19000101134200
1641,UA,937,20130115,19000101153500
2239,WN,1411,20130115,19000101160800
4687,EV,569,20130115,19000101161500
985,B6,1010,20130115,19000101191800
509,B6,1065,20130115,19000101200300
359,AA,733,20130115,19000101204800
4543,EV,1017,20130115,19000101212600
4312,EV,199,20130115,19000101212700
3369,9E,1182,20130115,19000101213100
1485,DL,950,20130115,19000101220900
4106,EV,445,20130115,19000101221300
1435,DL,1010,20130115,19000101224200
1433,US,544,20130116,19000101090500
4576,MQ,544,20130116,19000101091900
1609,UA,1605,20130116,19000101094900
56,B6,266,20130116,19000101101000
1724,UA,1023,20130116,19000101103900
1643,UA,1605,20130116,19000101123700
2379,DL,1076,20130116,19000101124300
4553,MQ,419,20130116,19000101134800
1483,UA,719,20130116,19000101151300
4658,MQ,762,20130116,19000101152800
2041,AA,1089,20130116,19000101154600
1902,DL,1035,20130116,19000101174000
1813,AA,944,20130116,19000101180400
4520,EV,284,20130116,19000101204100
535,UA,2475,20130116,19000101211600
359,AA,733,20130116,19000101213300
727,B6,1576,20130117,19000101044500
550,UA,733,20130117,19000101083200
1889,DL,2422,20130117,19000101115700
1871,AA,1096,20130117,19000101125400
2175,US,214,20130117,19000101140500
4280,EV,169,20130117,19000101143000
1000,UA,1085,20130117,19000101152100
615,B6,828,20130117,19000101162200
2247,DL,762,20130117,19000101163900
4352,EV,569,20130117,19000101181000
4484,MQ,764,20130117,19000101194400
3375,9E,1587,20130117,19000101202400
217,B6,2465,20130117,19000101210200
21,AA,2475,20130117,19000101220200
2370,DL,1035,20130117,19000101225500
4162,EV,266,20130117,19000101233000
791,AA,1389,20130117,19000101233500
2161,US,214,20130118,19000101065800
1172,B6,200,20130118,19000101090300
303,UA,2586,20130118,19000101091000
799,UA,2586,20130118,19000101104800
2319,DL,1020,20130118,19000101121700
4654,MQ,762,20130118,19000101121800
1103,US,529,20130118,19000101124300
1174,B6,200,20130118,19000101124400
454,UA,1065,20130118,19000101132700
1707,UA,997,20130118,19000101143500
4658,MQ,762,20130118,19000101143900
345,UA,2565,20130118,19000101155300
1734,UA,719,20130118,19000101155500
4181,EV,1092,20130118,19000101173800
1109,UA,937,20130118,19000101201800
623,FL,762,20130118,19000101202400
4091,9E,184,20130118,19000101204300
4108,EV,212,20130118,19000101205800
1255,DL,335,20130118,19000101210200
891,UA,1416,20130118,19000101215700
29,VX,2586,20130118,19000101221900
1141,AA,1089,20130119,19000101084200
486,UA,1795,20130119,19000101113800
4471,MQ,431,20130119,19000101122800
640,WN,711,20130119,19000101133000
1174,DL,1035,20130119,19000101145300
3728,MQ,719,20130119,19000101153600
4092,EV,199,20130119,19000101160800
431,B6,1047,20130119,19000101161500
1208,UA,404,20130119,19000101193300
1228,UA,2425,20130119,19000101203800
3314,9E,828,20130119,19000101222200
6,DL,1990,20130119,19000101225900
602,UA,1416,20130120,19000101002700
675,US,529,20130120,19000101100200
1733,US,544,20130120,19000101100600
4582,MQ,544,20130120,19000101105700
1006,B6,187,20130120,19000101135800
5683,EV,169,20130120,19000101145600
525,B6,937,20130120,19000101162000
1185,DL,1969,20130120,19000101162500
4172,MQ,425,20130120,19000101164500
3453,9E,187,20130120,19000101172000
377,B6,1076,20130120,19000101172900
1585,DL,950,20130120,19000101195900
15,B6,1069,20130120,19000101201900
4413,MQ,1147,20130120,19000101202900
3322,9E,290,20130120,19000101203800
509,UA,1620,20130120,19000101203900
515,B6,1065,20130121,19000101005400
575,DL,746,20130121,19000101084300
11,AS,2402,20130121,19000101102800
4187,EV,748,20130121,19000101114600
24,B6,266,20130121,19000101120200
375,B6,1076,20130121,19000101122300
4589,MQ,502,20130121,19000101130700
4280,EV,169,20130121,19000101151900
4491,MQ,419,20130121,19000101160900
1771,DL,509,20130121,19000101174500
4309,MQ,665,20130121,19000101175400
4178,9E,264,20130121,19000101183900
5693,EV,229,20130121,19000101203200
1054,UA,2565,20130121,19000101222200
6,DL,1990,20130121,19000101222600
4449,MQ,213,20130121,19000101230300
381,B6,1076,20130122,19000101013300
1004,B6,187,20130122,19000101102200
4530,EV,1134,20130122,19000101104200
717,AA,1389,20130122,19000101114500
4434,EV,209,20130122,19000101145300
1895,US,529,20130122,19000101150000
267,UA,719,20130122,19000101153400
1641,UA,937,20130122,19000101154300
3823,MQ,213,20130122,19000101165200
424,UA,1023,20130122,19000101165700
2134,US,184,20130122,19000101172000
1064,UA,200,20130122,19000101175400
4170,EV,605,20130122,19000101182100
1200,UA,2425,20130122,19000101185400
2231,DL,502,20130122,19000101193700
1078,UA,1569,20130122,19000101193700
3944,MQ,184,20130122,19000101195400
359,B6,2465,20130122,19000101200700
2019,AA,888,20130122,19000101203700
4484,MQ,764,20130122,19000101210100
2391,DL,1005,20130122,19000101215800
1416,UA,1400,20130122,19000101215800
695,UA,733,20130122,19000101220800
5038,EV,866,20130122,19000101222700
30,B6,264,20130123,19000101000500
4404,EV,160,20130123,19000101004400
739,B6,1617,20130123,19000101043900
102,B6,301,20130123,19000101075300
56,B6,266,20130123,19000101101000
181,DL,502,20130123,19000101110500
1847,DL,762,20130123,19000101123100
4689,EV,628,20130123,19000101123300
4434,EV,209,20130123,19000101144900
1895,US,529,20130123,19000101145900
2136,US,184,20130123,19000101175100
3820,EV,642,20130123,19000101181900
2231,DL,502,20130123,19000101183200
139,B6,1074,20130123,19000101193300
4131,EV,277,20130123,19000101205000
1999,AA,1085,20130123,19000101213900
1729,DL,2248,20130123,19000101221600
612,UA,1605,20130123,19000101223500
6,DL,1990,20130124,19000101003700
345,FL,762,20130124,19000101081500
1547,DL,762,20130124,19000101092200
1030,UA,2475,20130124,19000101094100
1429,DL,2248,20130124,19000101105300
4548,EV,416,20130124,19000101110300
4250,EV,645,20130124,19000101122600
3483,9E,187,20130124,19000101130200
1006,B6,187,20130124,19000101142000
703,UA,2475,20130124,19000101144100
1445,US,544,20130124,19000101162800
883,AA,1372,20130124,19000101165800
1790,AA,187,20130124,19000101175900
4525,MQ,1147,20130124,19000101183500
1331,DL,1626,20130124,19000101190500
250,UA,2454,20130124,19000101200300
9,B6,944,20130124,19000101205800
2019,DL,1020,20130124,19000101210300
402,DL,187,20130124,19000101213200
3798,9E,541,20130124,19000101215300
87,B6,1990,20130124,19000101232700
179,B6,2153,20130124,19000101232800
2191,US,214,20130125,19000101004600
4333,EV,1215,20130125,19000101012400
711,AA,1389,20130125,19000101095500
389,B6,950,20130125,19000101095600
3483,WN,1411,20130125,19000101095900
4023,9E,569,20130125,19000101100300
3317,9E,301,20130125,19000101100800
10,UA,1416,20130125,19000101101200
1004,B6,187,20130125,19000101102600
835,F9,1620,20130125,19000101110800
4187,EV,748,20130125,19000101112900
1589,AA,1372,20130125,19000101122600
4129,EV,199,20130125,19000101142200
83,B6,2422,20130125,19000101165500
1624,UA,1065,20130125,19000101181800
4997,EV,488,20130125,19000101183600
4705,EV,746,20130125,19000101192000
1111,B6,427,20130125,19000101210500
1416,UA,1400,20130125,19000101230800
4437,EV,529,20130125,19000101233100
399,B6,950,20130125,19000101235700
515,B6,1065,20130126,19000101003000
4392,EV,195,20130126,19000101085300
1141,AA,1089,20130126,19000101093700
1051,B6,340,20130126,19000101102200
11,AS,2402,20130126,19000101103500
4604,EV,550,20130126,19000101111000
1274,UA,1608,20130126,19000101125700
655,UA,1065,20130126,19000101125800
1227,UA,2133,20130126,19000101155800
935,DL,746,20130126,19000101162900
1250,US,544,20130126,19000101164100
3373,9E,427,20130126,19000101205800
2159,DL,944,20130126,19000101214100
269,AA,2422,20130126,19000101220700
1018,B6,187,20130126,19000101234600
608,B6,273,20130126,19000101234800
304,UA,1416,20130127,19000101091000
2006,DL,1183,20130127,19000101095600
3405,9E,213,20130127,19000101100600
1415,DL,1990,20130127,19000101101500
675,US,529,20130127,19000101101600
2047,DL,762,20130127,19000101103600
181,DL,502,20130127,19000101104700
4582,MQ,544,20130127,19000101105700
1202,UA,1085,20130127,19000101113800
4601,MQ,764,20130127,19000101125500
338,US,2153,20130127,19000101133800
4148,EV,282,20130127,19000101141800
930,DL,1076,20130127,19000101142800
673,B6,2475,20130127,19000101143200
4434,EV,209,20130127,19000101144100
745,UA,1620,20130127,19000101174100
2331,DL,502,20130127,19000101194800
413,VX,2475,20130127,19000101202200
3783,MQ,483,20130127,19000101211100
4106,EV,445,20130127,19000101212400
4333,EV,1215,20130127,19000101215600
4312,EV,199,20130127,19000101215800
3314,9E,828,20130127,19000101222900
1482,UA,2565,20130127,19000101231000
4201,EV,212,20130128,19000101065900
4023,9E,569,20130128,19000101095200
3611,9E,340,20130128,19000101100000
4230,EV,605,20130128,19000101101900
17,B6,1069,20130128,19000101112900
565,UA,2227,20130128,19000101114300
251,VX,2248,20130128,19000101121500
24,B6,266,20130128,19000101121900
1257,UA,1416,20130128,19000101133200
450,US,2153,20130128,19000101134700
32,B6,264,20130128,19000101143300
685,UA,733,20130128,19000101162500
2079,DL,1076,20130128,19000101165300
337,UA,1416,20130128,19000101171700
4687,EV,569,20130128,19000101172000
341,AA,733,20130128,19000101180000
1925,AA,1096,20130128,19000101181400
85,AA,2586,20130128,19000101190300
3373,9E,427,20130128,19000101204800
1416,UA,1400,20130128,19000101221100
381,B6,1076,20130128,19000101231500
1837,AA,1096,20130129,19000101090100
1580,UA,200,20130129,19000101093300
825,AA,1069,20130129,19000101100600
33,AA,2475,20130129,19000101105300
4638,EV,569,20130129,19000101113400
301,DL,1598,20130129,19000101124600
353,FL,397,20130129,19000101131400
525,B6,937,20130129,19000101154900
615,B6,828,20130129,19000101160000
4687,EV,569,20130129,19000101160500
1445,US,544,20130129,19000101161900
2138,US,184,20130129,19000101190100
4626,MQ,479,20130129,19000101194700
5038,EV,866,20130129,19000101203300
1269,UA,1023,20130129,19000101204500
2189,US,214,20130129,19000101211100
1574,UA,404,20130129,19000101213900
4449,MQ,213,20130129,19000101222700
461,DL,762,20130130,19000101082200
2120,US,184,20130130,19000101100800
1,AA,2475,20130130,19000101120800
2379,DL,1076,20130130,19000101120900
1597,UA,1726,20130130,19000101122200
717,B6,1598,20130130,19000101125100
1625,US,544,20130130,19000101133200
717,UA,200,20130130,19000101142100
2175,US,214,20130130,19000101144500
1459,US,544,20130130,19000101153200
117,AA,2475,20130130,19000101164600
4634,EV,416,20130130,19000101170300
4352,EV,569,20130130,19000101174600
1925,AA,1096,20130130,19000101180600
4540,MQ,502,20130130,19000101182800
1611,AA,1096,20130130,19000101212500
4702,EV,445,20130130,19000101215400
2370,DL,1035,20130130,19000101223300
2075,AA,1372,20130131,19000101003000
529,B6,937,20130131,19000101012300
2161,US,214,20130131,19000101070700
1141,AA,1089,20130131,19000101085100
4457,EV,209,20130131,19000101091900
1701,UA,1065,20130131,19000101095700
397,UA,2586,20130131,19000101110700
2143,DL,1089,20130131,19000101113100
413,AA,1598,20130131,19000101114700
3483,9E,187,20130131,19000101124800
499,UA,2402,20130131,19000101125100
1277,US,544,20130131,19000101131000
23,VX,2586,20130131,19000101134300
2174,DL,1990,20130131,19000101152000
257,UA,2586,20130131,19000101175200
1331,DL,1626,20130131,19000101183500
4569,MQ,431,20130131,19000101210100
1394,DL,2454,20130131,19000101211600
4576,EV,605,20130131,19000101211600
695,UA,733,20130131,19000101221700
4449,MQ,213,20130131,19000101232000
1407,US,529,20130201,19000101090000
309,AA,733,20130201,19000101091400
11,AS,2402,20130201,19000101100600
4490,MQ,479,20130201,19000101100800
1430,UA,1400,20130201,19000101114400
4364,EV,1092,20130201,19000101115200
5026,EV,488,20130201,19000101115900
1120,UA,2565,20130201,19000101141400
385,UA,1400,20130201,19000101170200
4429,MQ,479,20130201,19000101173000
337,AA,733,20130201,19000101180400
3985,MQ,589,20130201,19000101181600
2183,US,214,20130201,19000101182100
4997,EV,488,20130201,19000101184700
440,WN,872,20130201,19000101191100
1695,DL,1010,20130201,19000101192000
1925,AA,1096,20130201,19000101194500
2042,DL,746,20130201,19000101194500
623,FL,762,20130201,19000101200500
359,AA,733,20130201,19000101210100
527,B6,937,20130201,19000101213800
4695,EV,209,20130201,19000101214400
1485,DL,950,20130201,19000101222300
301,AA,733,20130202,19000101074800
214,UA,1400,20130202,19000101120100
1146,WN,1605,20130202,19000101120100
1847,DL,762,20130202,19000101120800
120,DL,2475,20130202,19000101124400
523,B6,937,20130202,19000101140800
4139,EV,282,20130202,19000101143100
1445,US,544,20130202,19000101161600
615,B6,828,20130202,19000101161900
3854,EV,419,20130202,19000101164300
4333,MQ,340,20130202,19000101165500
1331,DL,1626,20130202,19000101181900
433,UA,719,20130202,19000101193600
547,B6,1023,20130202,19000101202200
7,AS,2402,20130202,19000101205500
3609,9E,94,20130202,19000101212000
115,B6,1182,20130202,19000101225200
383,B6,1076,20130203,19000101001100
1269,US,541,20130203,19000101084500
4220,9E,427,20130203,19000101123700
2343,DL,746,20130203,19000101124500
743,AA,1389,20130203,19000101151600
3,AA,2475,20130203,19000101151700
4333,MQ,340,20130203,19000101163700
4300,EV,277,20130203,19000101190000
3820,EV,642,20130203,19000101190800
91,DL,2248,20130203,19000101191200
1499,DL,762,20130203,19000101191500
5714,EV,228,20130203,19000101201400
408,WN,764,20130203,19000101204900
2391,DL,1005,20130203,19000101215100
3822,EV,631,20130203,19000101215900
1729,DL,2248,20130203,19000101220600
3783,MQ,483,20130203,19000101221300
4660,MQ,764,20130203,19000101221900
171,B6,2521,20130203,19000101224100
4227,EV,605,20130203,19000101224700
299,UA,1372,20130203,19000101230900
629,B6,1428,20130203,19000101233700
128,B6,266,20130203,19000101235500
1141,AA,1089,20130204,19000101082500
219,B6,541,20130204,19000101095500
725,B6,1576,20130204,19000101101000
1558,WN,2133,20130204,19000101112800
1427,DL,1183,20130204,19000101114300
1550,UA,1167,20130204,19000101124300
31,B6,944,20130204,19000101132700
642,UA,2586,20130204,19000101143200
2177,US,214,20130204,19000101145300
4601,MQ,764,20130204,19000101150400
329,AA,733,20130204,19000101160500
1161,B6,1035,20130204,19000101164800
1116,UA,200,20130204,19000101165500
627,UA,719,20130204,19000101172800
36,B6,264,20130204,19000101182600
1176,B6,200,20130204,19000101184200
4255,MQ,765,20130204,19000101193400
15,UA,4963,20130204,19000101193500
4019,9E,288,20130204,19000101194400
4484,MQ,764,20130204,19000101195500
954,UA,719,20130204,19000101201900
3395,9E,213,20130204,19000101215400
3822,EV,631,20130204,19000101221000
3439,9E,589,20130204,19000101221700
4088,EV,199,20130204,19000101223400
29,VX,2586,20130204,19000101232300
2363,DL,2475,20130204,19000101234000
707,AA,1389,20130205,19000101085500
2165,US,214,20130205,19000101093100
369,UA,1372,20130205,19000101095300
203,B6,2248,20130205,19000101095800
772,UA,1085,20130205,19000101101100
4471,MQ,431,20130205,19000101120400
197,B6,2248,20130205,19000101125100
3638,9E,94,20130205,19000101140700
2099,AA,1096,20130205,19000101142500
816,UA,2586,20130205,19000101143700
1641,UA,937,20130205,19000101153700
4634,EV,416,20130205,19000101163800
525,B6,937,20130205,19000101165800
74,B6,266,20130205,19000101184100
2042,DL,746,20130205,19000101195700
4348,EV,1008,20130205,19000101232300
608,B6,273,20130205,19000101235100
1837,AA,1096,20130206,19000101091400
4548,EV,416,20130206,19000101102400
311,UA,1620,20130206,19000101103800
4610,MQ,762,20130206,19000101110800
3792,MQ,213,20130206,19000101120000
561,UA,1065,20130206,19000101122600
197,B6,2248,20130206,19000101124100
1707,UA,997,20130206,19000101141100
1131,DL,502,20130206,19000101143200
1895,US,529,20130206,19000101145200
1161,B6,1035,20130206,19000101162000
935,DL,746,20130206,19000101163400
3267,EV,284,20130206,19000101164000
153,B6,944,20130206,19000101171400
1902,DL,1035,20130206,19000101171900
1176,B6,200,20130206,19000101173600
4092,EV,533,20130206,19000101175400
4622,MQ,764,20130206,19000101180200
2185,US,214,20130206,19000101192200
257,AA,2248,20130206,19000101193200
675,B6,2475,20130206,19000101193600
3783,MQ,483,20130206,19000101212300
5203,EV,488,20130206,19000101214700
6,DL,1990,20130206,19000101222100
4404,EV,160,20130206,19000101225100
629,B6,1428,20130206,19000101234100
1709,AA,1096,20130207,19000101002000
2139,DL,1096,20130207,19000101011500
4241,EV,199,20130207,19000101075100
1472,UA,1605,20130207,19000101092100
3483,WN,1411,20130207,19000101100500
56,B6,266,20130207,19000101101500
1410,UA,1400,20130207,19000101103800
2122,US,184,20130207,19000101110100
1964,WN,738,20130207,19000101111400
714,UA,1085,20130207,19000101115400
1194,UA,1400,20130207,19000101121400
4671,EV,416,20130207,19000101130200
4694,EV,725,20130207,19000101134700
4658,MQ,762,20130207,19000101150400
1161,B6,1035,20130207,19000101162500
525,B6,937,20130207,19000101162600
4181,EV,1092,20130207,19000101170700
883,AA,1372,20130207,19000101173200
315,UA,937,20130207,19000101175300
3817,EV,820,20130207,19000101175900
369,B6,1035,20130207,19000101193200
1351,AA,740,20130207,19000101195600
391,B6,950,20130207,19000101203100
1394,DL,2454,20130207,19000101205500
1047,DL,762,20130207,19000101205600
4520,EV,284,20130207,19000101211000
1762,AA,187,20130207,19000101211700
947,DL,762,20130207,19000101215600
135,WN,1620,20130208,19000101091600
145,B6,1028,20130208,19000101092000
135,B6,1074,20130208,19000101092100
369,WN,711,20130208,19000101100500
4537,EV,946,20130208,19000101102400
4471,MQ,431,20130208,19000101123500
503,B6,1065,20130208,19000101130500
2099,AA,1096,20130208,19000101142200
51,HA,4983,20130208,19000101150100
345,UA,2565,20130208,19000101154900
411,VX,2475,20130208,19000101170800
4491,MQ,419,20130208,19000101171900
4403,MQ,427,20130208,19000101172500
1110,UA,2454,20130208,19000101174500
1231,DL,502,20130209,19000101162800
4667,EV,1008,20130209,19000101175700
354,FL,397,20130209,19000101213600
1394,DL,2454,20130209,19000101214400
1465,DL,2586,20130209,19000101230600
345,FL,762,20130210,19000101081000
4478,MQ,502,20130210,19000101110100
41,B6,944,20130210,19000101121100
1177,UA,1726,20130210,19000101124300
2319,DL,1020,20130210,19000101124700
644,WN,711,20130210,19000101132400
4368,EV,116,20130210,19000101133900
3697,MQ,719,20130210,19000101141700
1120,UA,2565,20130210,19000101150700
1010,B6,187,20130210,19000101151900
991,B6,1028,20130210,19000101152600
1665,US,544,20130210,19000101173500
1085,B6,541,20130210,19000101183800
