arrival_time,arrival_date,airline,passengers,flight_number
11:56:00,2013-01-05,UA,2565,344
12:00:00,2013-01-05,UA,2475,112
13:29:00,2013-01-05,MQ,1020,4646
13:51:00,2013-01-05,UA,1416,332
13:56:00,2013-01-05,AA,1389,731
16:13:00,2013-01-05,B6,950,393
16:23:00,2013-01-05,FL,762,349
18:33:00,2013-01-05,UA,1085,1480
19:12:00,2013-01-05,MQ,765,4255
20:04:00,2013-01-05,US,2133,177
21:25:00,2013-01-05,DL,760,951
21:52:00,2013-01-05,AA,2454,119
22:16:00,2013-01-05,EV,746,4670
22:21:00,2013-01-05,AA,2475,21
23:04:00,2013-01-05,DL,2153,1345
00:54:00,2013-01-06,B6,937,529
08:46:00,2013-01-06,DL,760,2057
10:53:00,2013-01-06,VX,2586,11
11:01:00,2013-01-06,DL,2422,1889
11:22:00,2013-01-06,AA,733,319
12:44:00,2013-01-06,B6,266,24
12:59:00,2013-01-06,B6,2475,679
13:08:00,2013-01-06,US,2133,75
13:35:00,2013-01-06,AA,2475,19
13:36:00,2013-01-06,UA,1605,980
16:55:00,2013-01-06,AA,1096,1073
17:18:00,2013-01-06,9E,264,4178
17:26:00,2013-01-06,UA,419,1710
17:50:00,2013-01-06,B6,1041,347
19:55:00,2013-01-06,VX,2475,413
20:34:00,2013-01-06,EV,569,4301
20:55:00,2013-01-06,UA,2565,1284
21:15:00,2013-01-06,9E,427,3373
22:43:00,2013-01-06,9E,828,3314
22:43:00,2013-01-06,EV,872,3833
23:29:00,2013-01-06,UA,937,405
08:22:00,2013-01-07,UA,1416,927
10:54:00,2013-01-07,9E,94,3667
11:40:00,2013-01-07,DL,762,1747
11:46:00,2013-01-07,UA,2227,565
12:06:00,2013-01-07,MQ,213,3792
15:25:00,2013-01-07,EV,199,4372
15:53:00,2013-01-07,B6,1069,85
16:27:00,2013-01-07,DL,1183,1705
16:38:00,2013-01-07,US,2133,186
16:56:00,2013-01-07,FL,762,349
17:16:00,2013-01-07,EV,199,4299
17:19:00,2013-01-07,EV,725,4581
18:18:00,2013-01-07,DL,1626,1331
18:21:00,2013-01-07,EV,199,4373
18:29:00,2013-01-07,US,214,2183
18:38:00,2013-01-07,WN,888,372
20:11:00,2013-01-07,US,2133,656
22:19:00,2013-01-07,MQ,764,4660
23:44:00,2013-01-07,B6,273,608
07:01:00,2013-01-08,US,94,1833
09:11:00,2013-01-08,UA,1023,1627
09:39:00,2013-01-08,MQ,213,4418
09:49:00,2013-01-08,AA,944,1815
10:27:00,2013-01-08,WN,1411,3483
11:10:00,2013-01-08,WN,738,1964
11:55:00,2013-01-08,UA,200,789
14:15:00,2013-01-08,UA,1023,1143
14:15:00,2013-01-08,UA,937,1250
15:58:00,2013-01-08,AA,1096,2253
16:41:00,2013-01-08,B6,944,1783
16:43:00,2013-01-08,US,529,720
16:52:00,2013-01-08,WN,738,323
17:00:00,2013-01-08,DL,502,1231
17:04:00,2013-01-08,9E,740,3523
17:07:00,2013-01-08,9E,292,3719
17:44:00,2013-01-08,MQ,431,4415
17:53:00,2013-01-08,9E,665,3427
17:57:00,2013-01-08,B6,1076,377
21:54:00,2013-01-08,MQ,427,4423
21:55:00,2013-01-08,B6,944,155
22:44:00,2013-01-08,EV,277,4119
22:56:00,2013-01-08,UA,1023,1225
07:57:00,2013-01-09,US,184,2116
08:11:00,2013-01-09,EV,416,4424
08:31:00,2013-01-09,UA,719,1162
10:11:00,2013-01-09,UA,2133,470
10:22:00,2013-01-09,DL,2475,763
11:03:00,2013-01-09,9E,264,3661
12:07:00,2013-01-09,B6,944,41
13:51:00,2013-01-09,B6,937,523
14:08:00,2013-01-09,MQ,427,4404
15:59:00,2013-01-09,AA,1089,2041
16:00:00,2013-01-09,US,184,2132
17:06:00,2013-01-09,EV,143,4271
17:09:00,2013-01-09,YV,229,3771
17:24:00,2013-01-09,MQ,483,4146
17:39:00,2013-01-09,MQ,764,4622
17:39:00,2013-01-09,UA,719,252
20:17:00,2013-01-09,VX,2586,27
20:41:00,2013-01-09,9E,1029,3542
21:48:00,2013-01-09,WN,711,633
21:53:00,2013-01-09,AA,2475,21
22:11:00,2013-01-09,DL,1010,1435
22:49:00,2013-01-09,UA,997,983
00:02:00,2013-01-10,B6,1076,383
09:47:00,2013-01-10,9E,740,3521
09:55:00,2013-01-10,MQ,479,4490
11:13:00,2013-01-10,UA,2475,112
12:41:00,2013-01-10,MQ,762,4654
13:16:00,2013-01-10,MQ,502,4589
13:30:00,2013-01-10,AA,2475,19
14:55:00,2013-01-10,EV,746,4950
16:00:00,2013-01-10,UA,404,1493
16:10:00,2013-01-10,B6,301,8
17:04:00,2013-01-10,EV,488,4381
18:21:00,2013-01-10,UA,2454,1600
18:36:00,2013-01-10,FL,762,620
18:45:00,2013-01-10,AA,1389,763
19:05:00,2013-01-10,B6,1010,985
19:26:00,2013-01-10,DL,1074,1508
20:17:00,2013-01-10,DL,1020,2019
20:33:00,2013-01-10,EV,866,5038
08:24:00,2013-01-11,B6,301,102
08:31:00,2013-01-11,US,529,926
08:48:00,2013-01-11,US,184,2118
08:49:00,2013-01-11,AA,1389,707
10:10:00,2013-01-11,EV,277,4409
11:52:00,2013-01-11,DL,950,1885
12:10:00,2013-01-11,MQ,762,4654
12:13:00,2013-01-11,DL,2475,120
12:22:00,2013-01-11,UA,937,1623
13:59:00,2013-01-11,UA,1605,1625
15:18:00,2013-01-11,DL,762,781
17:00:00,2013-01-11,9E,184,3635
17:30:00,2013-01-11,UA,1065,473
18:35:00,2013-01-11,DL,950,2377
20:10:00,2013-01-11,UA,937,1109
20:34:00,2013-01-11,B6,1069,15
20:47:00,2013-01-11,AA,733,359
21:28:00,2013-01-11,9E,1029,3542
21:46:00,2013-01-11,9E,541,3798
22:06:00,2013-01-11,FL,397,354
23:21:00,2013-01-11,VX,2475,415
07:28:00,2013-01-12,UA,404,541
10:17:00,2013-01-12,AA,1089,443
10:32:00,2013-01-12,B6,1080,1601
12:53:00,2013-01-12,B6,2248,197
14:15:00,2013-01-12,MQ,213,4425
14:38:00,2013-01-12,AA,1096,2099
15:32:00,2013-01-12,UA,2565,1001
17:44:00,2013-01-12,9E,427,4183
18:21:00,2013-01-12,9E,340,3640
20:13:00,2013-01-12,AA,1089,543
20:42:00,2013-01-12,EV,282,4703
22:08:00,2013-01-12,UA,2454,1497
00:07:00,2013-01-13,DL,1096,2139
08:38:00,2013-01-13,MQ,719,3737
09:03:00,2013-01-13,UA,1065,1701
10:22:00,2013-01-13,WN,1620,692
10:57:00,2013-01-13,AA,1389,715
12:58:00,2013-01-13,DL,502,1031
15:05:00,2013-01-13,EV,212,4231
15:15:00,2013-01-13,UA,1400,1549
15:37:00,2013-01-13,B6,1028,991
17:04:00,2013-01-13,EV,199,3832
17:45:00,2013-01-13,UA,1065,1601
18:09:00,2013-01-13,DL,762,2347
19:09:00,2013-01-13,DL,963,1473
20:52:00,2013-01-13,MQ,719,3730
22:02:00,2013-01-13,EV,277,4131
22:21:00,2013-01-13,MQ,479,4555
22:51:00,2013-01-13,AA,733,371
00:15:00,2013-01-14,AA,1005,1787
08:10:00,2013-01-14,DL,1020,1919
08:49:00,2013-01-14,B6,1069,125
09:10:00,2013-01-14,B6,944,79
10:31:00,2013-01-14,B6,2475,671
10:57:00,2013-01-14,B6,273,600
14:04:00,2013-01-14,AA,1389,739
15:42:00,2013-01-14,DL,1598,315
17:24:00,2013-01-14,US,2133,186
19:49:00,2013-01-14,UA,404,1053
20:56:00,2013-01-14,DL,746,926
21:14:00,2013-01-14,9E,1182,3369
21:35:00,2013-01-14,B6,200,1178
21:52:00,2013-01-14,B6,187,1020
08:29:00,2013-01-15,AA,1089,1141
09:48:00,2013-01-15,UA,1605,1609
11:04:00,2013-01-15,AA,2586,59
12:05:00,2013-01-15,B6,1598,715
13:04:00,2013-01-15,DL,502,1031
13:34:00,2013-01-15,MQ,213,4425
14:07:00,2013-01-15,EV,199,4129
16:40:00,2013-01-15,MQ,1020,4588
16:41:00,2013-01-15,EV,416,4634
16:53:00,2013-01-15,US,544,1445
17:13:00,2013-01-15,AA,733,337
18:26:00,2013-01-15,UA,1065,1624
18:51:00,2013-01-15,WN,888,372
21:50:00,2013-01-15,MQ,427,4423
22:13:00,2013-01-15,FL,397,354
00:33:00,2013-01-16,AA,1598,1613
10:00:00,2013-01-16,UA,1400,479
10:42:00,2013-01-16,9E,569,4023
11:20:00,2013-01-16,B6,187,1026
11:24:00,2013-01-16,EV,488,4913
11:43:00,2013-01-16,WN,711,369
12:36:00,2013-01-16,VX,2248,251
12:38:00,2013-01-16,B6,1069,25
13:24:00,2013-01-16,WN,888,1873
13:45:00,2013-01-16,EV,284,4349
14:41:00,2013-01-16,EV,282,4120
14:50:00,2013-01-16,9E,94,3638
15:25:00,2013-01-16,AA,733,329
15:59:00,2013-01-16,EV,946,3840
16:44:00,2013-01-16,WN,725,348
16:49:00,2013-01-16,EV,488,4381
17:40:00,2013-01-16,AA,1372,883
17:52:00,2013-01-16,UA,200,357
18:20:00,2013-01-16,UA,1620,745
18:42:00,2013-01-16,EV,335,5486
19:11:00,2013-01-16,UA,2425,1200
19:55:00,2013-01-16,B6,301,130
20:04:00,2013-01-16,US,214,2187
21:34:00,2013-01-16,DL,760,951
21:35:00,2013-01-16,MQ,431,4569
22:38:00,2013-01-16,US,184,2144
22:40:00,2013-01-16,AA,1389,791
22:45:00,2013-01-16,9E,425,3899
23:40:00,2013-01-16,UA,2565,1054
23:43:00,2013-01-16,MQ,431,4507
23:54:00,2013-01-16,EV,199,4088
08:45:00,2013-01-17,B6,228,1305
09:16:00,2013-01-17,B6,1182,117
09:21:00,2013-01-17,EV,209,4457
10:11:00,2013-01-17,UA,1068,1299
10:11:00,2013-01-17,UA,200,1289
13:38:00,2013-01-17,AA,1598,1357
13:49:00,2013-01-17,B6,1076,373
14:15:00,2013-01-17,DL,1096,2044
14:45:00,2013-01-17,UA,1634,1519
14:56:00,2013-01-17,DL,1010,1875
16:25:00,2013-01-17,AA,1389,753
16:53:00,2013-01-17,DL,1107,1344
17:10:00,2013-01-17,US,214,2181
17:13:00,2013-01-17,DL,1076,2079
17:44:00,2013-01-17,DL,2586,2126
18:47:00,2013-01-17,DL,2475,963
19:11:00,2013-01-17,B6,2475,675
20:41:00,2013-01-17,EV,569,4323
20:52:00,2013-01-17,DL,1076,1779
20:59:00,2013-01-17,AA,1598,1635
20:59:00,2013-01-17,EV,229,5693
21:19:00,2013-01-17,9E,427,3373
22:06:00,2013-01-17,US,214,2189
22:53:00,2013-01-17,AA,1005,1787
23:30:00,2013-01-17,EV,266,4162
07:35:00,2013-01-18,WN,711,3839
08:03:00,2013-01-18,UA,200,1142
08:45:00,2013-01-18,MQ,719,3737
09:10:00,2013-01-18,UA,2586,303
09:29:00,2013-01-18,9E,184,4051
10:14:00,2013-01-18,B6,187,1004
10:38:00,2013-01-18,EV,199,4636
11:27:00,2013-01-18,MQ,544,4582
12:38:00,2013-01-18,DL,762,1847
13:43:00,2013-01-18,DL,762,1647
13:53:00,2013-01-18,US,541,1443
13:54:00,2013-01-18,VX,2586,23
15:27:00,2013-01-18,UA,1085,1000
16:12:00,2013-01-18,UA,2454,1110
18:08:00,2013-01-18,UA,1068,1175
18:09:00,2013-01-18,B6,1598,705
18:12:00,2013-01-18,MQ,764,4622
18:38:00,2013-01-18,DL,760,2043
19:16:00,2013-01-18,EV,169,4316
19:19:00,2013-01-18,US,214,2185
19:34:00,2013-01-18,US,184,2138
19:56:00,2013-01-18,US,184,2140
20:04:00,2013-01-18,AA,2586,85
20:35:00,2013-01-18,UA,2565,1178
20:36:00,2013-01-18,UA,719,954
20:50:00,2013-01-18,DL,762,1047
20:58:00,2013-01-18,EV,212,4108
21:43:00,2013-01-18,B6,200,1178
22:00:00,2013-01-18,UA,2454,1139
22:00:00,2013-01-18,WN,725,530
22:54:00,2013-01-18,UA,937,647
09:42:00,2013-01-19,DL,950,2285
09:50:00,2013-01-19,9E,301,3317
11:01:00,2013-01-19,DL,2422,1889
11:03:00,2013-01-19,DL,944,1959
11:23:00,2013-01-19,UA,1728,441
12:16:00,2013-01-19,B6,944,41
12:21:00,2013-01-19,VX,2248,251
14:01:00,2013-01-19,UA,2402,499
15:47:00,2013-01-19,UA,404,1285
18:47:00,2013-01-19,DL,1096,2139
18:50:00,2013-01-19,UA,4963,15
19:33:00,2013-01-19,AA,2475,181
19:41:00,2013-01-19,MQ,419,4674
19:42:00,2013-01-19,FL,762,623
19:55:00,2013-01-19,AA,1372,1905
22:18:00,2013-01-19,DL,2475,87
22:22:00,2013-01-19,DL,1069,83
22:25:00,2013-01-19,MQ,502,4573
23:06:00,2013-01-19,B6,1182,115
01:18:00,2013-01-20,EV,642,3819
09:51:00,2013-01-20,DL,1020,2119
16:43:00,2013-01-20,FL,762,349
17:52:00,2013-01-20,DL,509,1771
18:06:00,2013-01-20,9E,665,3601
18:39:00,2013-01-20,MQ,502,4540
18:50:00,2013-01-20,DL,1069,2027
20:07:00,2013-01-20,MQ,431,4479
21:03:00,2013-01-20,9E,340,3368
08:24:00,2013-01-21,MQ,1020,4599
11:29:00,2013-01-21,MQ,719,3795
11:47:00,2013-01-21,EV,872,4234
12:59:00,2013-01-21,MQ,213,4425
13:22:00,2013-01-21,AA,1389,731
13:42:00,2013-01-21,EV,229,5736
14:25:00,2013-01-21,UA,719,1249
15:44:00,2013-01-21,DL,950,1685
18:31:00,2013-01-21,UA,719,464
18:39:00,2013-01-21,FL,762,620
19:30:00,2013-01-21,UA,733,691
22:03:00,2013-01-21,AA,733,371
22:21:00,2013-01-21,EV,419,3274
23:30:00,2013-01-21,VX,2586,29
00:06:00,2013-01-22,AA,1598,1613
01:41:00,2013-01-22,B6,950,399
09:33:00,2013-01-22,B6,2248,203
09:43:00,2013-01-22,UA,200,1580
12:21:00,2013-01-22,UA,2565,1480
13:07:00,2013-01-22,UA,2227,368
13:30:00,2013-01-22,EV,284,4087
14:18:00,2013-01-22,DL,1990,1275
14:29:00,2013-01-22,UA,1400,1461
15:00:00,2013-01-22,US,529,1895
15:06:00,2013-01-22,HA,4983,51
15:27:00,2013-01-22,EV,228,5712
15:32:00,2013-01-22,EV,199,4372
15:58:00,2013-01-22,9E,187,3452
16:15:00,2013-01-22,UA,733,685
16:53:00,2013-01-22,AA,2475,117
17:03:00,2013-01-22,EV,872,4596
17:08:00,2013-01-22,UA,1605,1029
18:22:00,2013-01-22,DL,762,2347
18:29:00,2013-01-22,B6,264,36
18:44:00,2013-01-22,EV,533,4092
18:45:00,2013-01-22,DL,2248,91
19:25:00,2013-01-22,WN,872,440
19:37:00,2013-01-22,DL,502,2231
19:47:00,2013-01-22,DL,1010,1695
20:09:00,2013-01-22,DL,762,1499
21:47:00,2013-01-22,EV,1134,4085
22:13:00,2013-01-22,DL,2248,1729
23:29:00,2013-01-22,AA,1096,1709
10:44:00,2013-01-23,UA,733,544
12:29:00,2013-01-23,MQ,502,4589
12:47:00,2013-01-23,WN,888,1873
13:22:00,2013-01-23,AA,2475,19
16:06:00,2013-01-23,B6,1069,85
17:52:00,2013-01-23,AA,733,341
17:57:00,2013-01-23,MQ,213,4410
19:35:00,2013-01-23,MQ,184,3944
20:41:00,2013-01-23,MQ,719,3730
08:28:00,2013-01-24,US,529,1125
09:26:00,2013-01-24,UA,1605,1472
10:07:00,2013-01-24,DL,1096,2003
11:22:00,2013-01-24,MQ,719,3795
12:43:00,2013-01-24,B6,200,1174
14:36:00,2013-01-24,B6,1428,625
16:11:00,2013-01-24,B6,828,615
17:10:00,2013-01-24,UA,2454,1110
19:17:00,2013-01-24,UA,2425,1200
19:33:00,2013-01-24,9E,569,4027
20:34:00,2013-01-24,DL,502,2331
20:48:00,2013-01-24,EV,229,5693
21:10:00,2013-01-24,AA,1089,543
23:12:00,2013-01-24,AA,1096,1709
23:28:00,2013-01-24,B6,2153,179
23:55:00,2013-01-24,UA,1085,890
01:54:00,2013-01-25,B6,937,527
08:38:00,2013-01-25,DL,762,461
10:26:00,2013-01-25,B6,187,1004
10:35:00,2013-01-25,UA,2133,849
10:56:00,2013-01-25,DL,760,269
11:12:00,2013-01-25,AA,1096,2267
11:23:00,2013-01-25,EV,872,4234
12:40:00,2013-01-25,WN,888,1873
13:12:00,2013-01-25,UA,2402,499
13:43:00,2013-01-25,AA,2475,19
15:11:00,2013-01-25,MQ,479,4426
15:41:00,2013-01-25,B6,2465,209
17:38:00,2013-01-25,UA,719,1702
20:46:00,2013-01-25,B6,1023,547
21:36:00,2013-01-25,DL,335,1255
21:53:00,2013-01-25,MQ,764,4484
21:57:00,2013-01-25,AA,2586,177
22:38:00,2013-01-25,MQ,479,4555
22:52:00,2013-01-25,B6,2521,171
22:54:00,2013-01-25,WN,725,530
23:06:00,2013-01-25,MQ,762,4662
23:32:00,2013-01-25,UA,200,1066
08:41:00,2013-01-26,B6,740,905
11:51:00,2013-01-26,UA,1605,1643
14:21:00,2013-01-26,AA,1089,415
14:44:00,2013-01-26,UA,2475,362
18:23:00,2013-01-26,DL,502,2231
19:16:00,2013-01-26,DL,1074,1508
23:17:00,2013-01-26,EV,488,4430
00:16:00,2013-01-27,B6,1069,11
08:04:00,2013-01-27,B6,740,905
08:48:00,2013-01-27,B6,1074,135
10:29:00,2013-01-27,B6,264,20
12:10:00,2013-01-27,DL,2475,120
12:58:00,2013-01-27,DL,2248,1529
14:08:00,2013-01-27,MQ,762,4658
14:57:00,2013-01-27,9E,569,3762
15:26:00,2013-01-27,AA,1096,2253
15:51:00,2013-01-27,DL,2475,863
16:34:00,2013-01-27,UA,1065,620
16:56:00,2013-01-27,EV,1092,4181
17:25:00,2013-01-27,B6,187,1010
17:57:00,2013-01-27,9E,427,3387
18:06:00,2013-01-27,DL,2586,2126
18:11:00,2013-01-27,EV,199,4373
18:24:00,2013-01-27,EV,708,3805
21:22:00,2013-01-27,UA,2565,1284
21:36:00,2013-01-27,AA,2422,269
22:13:00,2013-01-27,EV,80,4619
22:28:00,2013-01-27,MQ,213,4449
22:29:00,2013-01-27,9E,828,3314
09:52:00,2013-01-28,9E,569,4023
09:59:00,2013-01-28,B6,2248,203
12:27:00,2013-01-28,9E,618,3961
13:41:00,2013-01-28,AA,2475,19
14:31:00,2013-01-28,DL,1035,1174
14:35:00,2013-01-28,UA,997,1707
16:29:00,2013-01-28,AA,1389,753
16:32:00,2013-01-28,MQ,425,4172
17:22:00,2013-01-28,UA,1068,1175
18:06:00,2013-01-28,US,2133,186
18:40:00,2013-01-28,UA,2227,1550
19:59:00,2013-01-28,UA,2454,250
20:05:00,2013-01-28,EV,866,5038
20:09:00,2013-01-28,EV,946,4411
20:29:00,2013-01-28,FL,762,623
20:44:00,2013-01-28,9E,187,3453
21:36:00,2013-01-28,DL,944,2159
21:41:00,2013-01-28,UA,2133,594
23:42:00,2013-01-28,B6,950,399
07:38:00,2013-01-29,AA,733,301
10:58:00,2013-01-29,US,214,2169
11:02:00,2013-01-29,AA,2586,59
11:41:00,2013-01-29,B6,1068,553
11:51:00,2013-01-29,EV,1092,4364
11:57:00,2013-01-29,US,529,375
12:28:00,2013-01-29,DL,762,1847
13:34:00,2013-01-29,AA,1598,1357
13:48:00,2013-01-29,AA,2586,179
14:02:00,2013-01-29,DL,746,401
14:16:00,2013-01-29,B6,301,66
16:12:00,2013-01-29,B6,301,8
17:08:00,2013-01-29,MQ,762,4669
17:26:00,2013-01-29,UA,419,1710
17:36:00,2013-01-29,EV,335,5486
18:00:00,2013-01-29,UA,2454,1600
19:13:00,2013-01-29,DL,746,2042
19:21:00,2013-01-29,B6,187,1016
19:31:00,2013-01-29,B6,1074,139
20:07:00,2013-01-29,DL,950,1585
20:35:00,2013-01-29,AA,733,345
21:32:00,2013-01-29,UA,2434,593
21:38:00,2013-01-29,MQ,427,4423
21:46:00,2013-01-29,B6,200,1178
21:50:00,2013-01-29,B6,944,155
22:00:00,2013-01-29,EV,1092,4397
23:19:00,2013-01-29,UA,2475,771
10:22:00,2013-01-30,AA,1069,825
11:16:00,2013-01-30,UA,404,1207
12:03:00,2013-01-30,EV,199,4636
15:05:00,2013-01-30,US,184,2130
15:49:00,2013-01-30,EV,212,4231
16:40:00,2013-01-30,UA,1065,1164
17:01:00,2013-01-30,YV,229,3750
19:21:00,2013-01-30,DL,760,2043
19:24:00,2013-01-30,DL,1035,1902
19:50:00,2013-01-30,EV,169,4316
20:27:00,2013-01-30,AA,1389,763
21:06:00,2013-01-30,B6,1069,989
21:16:00,2013-01-30,US,541,373
22:09:00,2013-01-30,B6,187,1020
01:24:00,2013-01-31,WN,725,530
09:45:00,2013-01-31,B6,340,1051
10:52:00,2013-01-31,FL,762,346
12:19:00,2013-01-31,UA,997,430
12:34:00,2013-01-31,B6,2248,197
16:58:00,2013-01-31,DL,1107,1344
17:50:00,2013-01-31,DL,1035,1902
20:23:00,2013-01-31,B6,427,1111
22:29:00,2013-01-31,UA,404,1094
23:18:00,2013-01-31,B6,2521,171
23:32:00,2013-01-31,B6,2586,645
23:33:00,2013-01-31,DL,1005,2391
07:27:00,2013-02-01,EV,725,4708
09:30:00,2013-02-01,B6,1005,71
12:05:00,2013-02-01,MQ,431,4471
12:21:00,2013-02-01,WN,725,542
12:44:00,2013-02-01,AA,1096,1871
13:09:00,2013-02-01,UA,997,430
16:55:00,2013-02-01,DL,1076,2079
17:35:00,2013-02-01,UA,419,1710
17:58:00,2013-02-01,DL,2586,2126
18:59:00,2013-02-01,DL,1990,1773
20:03:00,2013-02-01,AA,2475,181
20:10:00,2013-02-01,US,2153,35
20:38:00,2013-02-01,MQ,764,4484
21:11:00,2013-02-01,UA,2425,1228
21:53:00,2013-02-01,9E,228,4127
22:27:00,2013-02-01,9E,828,3314
23:55:00,2013-02-01,B6,950,399
09:24:00,2013-02-02,B6,1005,71
10:35:00,2013-02-02,DL,1620,914
11:15:00,2013-02-02,AA,733,319
12:28:00,2013-02-02,B6,266,24
12:42:00,2013-02-02,9E,427,4220
13:30:00,2013-02-02,B6,187,1006
14:37:00,2013-02-02,MQ,479,4426
16:49:00,2013-02-02,MQ,213,3823
17:41:00,2013-02-02,EV,461,5085
19:00:00,2013-02-02,AA,740,1351
19:24:00,2013-02-02,AA,1389,773
19:29:00,2013-02-02,DL,1010,1695
19:38:00,2013-02-02,AA,1747,575
20:00:00,2013-02-02,UA,937,1109
22:41:00,2013-02-02,UA,1085,386
00:13:00,2013-02-03,B6,273,608
09:10:00,2013-02-03,B6,1065,507
10:05:00,2013-02-03,AA,944,1815
11:11:00,2013-02-03,UA,1372,669
12:17:00,2013-02-03,UA,2425,1626
13:38:00,2013-02-03,B6,944,31
13:44:00,2013-02-03,MQ,1020,4646
14:43:00,2013-02-03,B6,1608,215
14:56:00,2013-02-03,MQ,431,4475
15:08:00,2013-02-03,US,214,2177
16:55:00,2013-02-03,AA,733,337
16:59:00,2013-02-03,EV,143,4271
17:51:00,2013-02-03,B6,740,917
17:51:00,2013-02-03,UA,200,531
19:05:00,2013-02-03,EV,746,4705
20:16:00,2013-02-03,WN,738,981
21:04:00,2013-02-03,US,214,2189
07:52:00,2013-02-04,EV,199,4241
08:12:00,2013-02-04,MQ,502,4401
09:21:00,2013-02-04,DL,502,831
09:49:00,2013-02-04,MQ,213,4418
10:06:00,2013-02-04,EV,1008,4214
10:20:00,2013-02-04,EV,533,4691
10:28:00,2013-02-04,DL,2586,1865
10:36:00,2013-02-04,AS,2402,11
10:45:00,2013-02-04,MQ,419,4558
11:19:00,2013-02-04,B6,2586,643
11:21:00,2013-02-04,DL,1035,2395
12:14:00,2013-02-04,AA,2586,59
13:47:00,2013-02-04,DL,1047,1903
14:24:00,2013-02-04,EV,199,4129
15:53:00,2013-02-04,AA,1372,1853
15:59:00,2013-02-04,MQ,544,4577
15:59:00,2013-02-04,US,214,2179
16:28:00,2013-02-04,EV,799,4171
17:22:00,2013-02-04,9E,184,3635
17:51:00,2013-02-04,AA,944,1813
18:17:00,2013-02-04,UA,2454,1600
18:50:00,2013-02-04,UA,200,531
19:24:00,2013-02-04,B6,427,1111
20:29:00,2013-02-04,UA,937,1109
21:08:00,2013-02-04,B6,2465,217
21:59:00,2013-02-04,9E,541,3798
23:49:00,2013-02-04,B6,2475,677
07:38:00,2013-02-05,EV,725,4252
09:14:00,2013-02-05,B6,1076,371
09:18:00,2013-02-05,AA,1096,1837
10:19:00,2013-02-05,UA,1023,1724
11:01:00,2013-02-05,DL,502,181
11:45:00,2013-02-05,MQ,544,4582
12:04:00,2013-02-05,US,544,1277
13:05:00,2013-02-05,UA,937,1623
13:11:00,2013-02-05,B6,1598,717
13:36:00,2013-02-05,US,2153,450
13:56:00,2013-02-05,EV,335,5273
14:05:00,2013-02-05,EV,284,4087
