arrival_time,arrival_date,airline,passengers,flight_number
10:20:00,2013-01-13,VX,2586,11
13:37:00,2013-01-13,AA,2475,19
14:15:00,2013-01-13,UA,997,1707
22:26:00,2013-01-13,DL,1089,2190
10:22:00,2013-01-14,US,541,487
12:50:00,2013-01-14,FL,762,347
17:23:00,2013-01-14,9E,740,3523
18:35:00,2013-01-14,B6,266,74
22:01:00,2013-01-14,US,2153,35
22:52:00,2013-01-14,AA,1389,791
09:07:00,2013-01-15,EV,209,4693
10:06:00,2013-01-15,UA,1023,1724
10:41:00,2013-01-15,B6,937,517
12:21:00,2013-01-15,EV,1092,4364
22:39:00,2013-01-15,AA,1005,1787
01:03:00,2013-01-16,MQ,502,4573
10:37:00,2013-01-16,WN,1620,135
12:22:00,2013-01-16,UA,719,385
15:13:00,2013-01-16,UA,719,1483
21:14:00,2013-01-16,DL,746,2042
19:46:00,2013-01-17,WN,1411,891
12:29:00,2013-01-18,WN,725,542
12:39:00,2013-01-18,B6,2446,181
19:30:00,2013-01-18,AA,2475,181
20:21:00,2013-01-18,UA,1416,1259
21:02:00,2013-01-18,DL,335,1255
10:50:00,2013-01-19,B6,1598,709
21:25:00,2013-01-19,9E,94,3609
14:08:00,2013-01-20,EV,628,4689
14:20:00,2013-01-20,EV,282,4148
18:19:00,2013-01-20,EV,1008,4667
20:07:00,2013-01-20,AA,733,353
22:07:00,2013-01-20,AA,2422,269
18:13:00,2013-01-21,US,214,2183
23:38:00,2013-01-21,9E,94,3609
09:56:00,2013-01-22,MQ,427,4406
12:17:00,2013-01-22,UA,1416,1405
13:33:00,2013-01-22,UA,1400,575
17:33:00,2013-01-22,9E,94,3689
18:52:00,2013-01-22,AA,1069,1039
22:27:00,2013-01-22,EV,866,5038
11:05:00,2013-01-23,B6,1069,17
12:41:00,2013-01-23,B6,1035,361
16:31:00,2013-01-23,AA,1389,753
17:58:00,2013-01-23,DL,509,1771
18:36:00,2013-01-23,EV,209,4588
19:54:00,2013-01-23,B6,1065,509
09:14:00,2013-01-24,9E,340,3611
09:46:00,2013-01-24,AA,733,313
15:07:00,2013-01-24,EV,282,4120
16:44:00,2013-01-24,UA,1065,1164
21:16:00,2013-01-24,AA,1598,1635
01:58:00,2013-01-25,B6,1069,11
21:52:00,2013-01-25,B6,2569,173
22:04:00,2013-01-25,UA,1065,1292
11:37:00,2013-01-26,9E,509,3353
14:59:00,2013-01-26,AA,2475,3
15:23:00,2013-01-26,B6,264,32
00:38:00,2013-01-27,B6,1065,515
00:47:00,2013-01-27,UA,1372,299
15:15:00,2013-01-27,UA,1416,1734
18:01:00,2013-01-27,B6,1041,347
18:20:00,2013-01-27,AA,1389,759
09:17:00,2013-01-28,UA,1065,1701
09:56:00,2013-01-28,B6,1576,725
10:48:00,2013-01-28,DL,944,1959
16:47:00,2013-01-28,MQ,479,4429
17:57:00,2013-01-28,EV,488,4381
18:22:00,2013-01-28,WN,888,372
09:57:00,2013-01-29,WN,711,369
10:02:00,2013-01-29,9E,213,3405
12:00:00,2013-01-29,UA,2565,1480
12:01:00,2013-01-29,B6,944,41
13:23:00,2013-01-29,9E,187,3483
19:19:00,2013-01-29,MQ,502,4540
19:47:00,2013-01-29,UA,2454,250
22:49:00,2013-01-29,B6,1005,21
12:14:00,2013-01-30,VX,2248,251
12:15:00,2013-01-30,UA,1085,714
13:29:00,2013-01-30,EV,277,4112
22:33:00,2013-01-30,DL,1035,2370
22:51:00,2013-01-30,AA,1096,1709
23:32:00,2013-01-30,UA,937,405
09:05:00,2013-01-31,9E,760,3856
10:23:00,2013-01-31,EV,529,4471
13:02:00,2013-01-31,AA,1096,1871
13:05:00,2013-01-31,DL,746,2343
13:55:00,2013-01-31,UA,1416,63
08:49:00,2013-02-01,EV,645,4419
14:51:00,2013-02-01,DL,1010,1875
14:53:00,2013-02-01,B6,273,602
21:16:00,2013-02-01,B6,2465,217
21:23:00,2013-02-01,MQ,1020,4649
21:38:00,2013-02-01,B6,937,527
21:16:00,2013-02-02,FL,762,645
17:51:00,2013-02-03,UA,200,531
20:18:00,2013-02-03,B6,1023,547
07:00:00,2013-02-04,US,214,2161
09:20:00,2013-02-04,UA,2475,1030
09:49:00,2013-02-04,9E,213,3405
11:18:00,2013-02-04,DL,2422,1889
10:44:00,2013-02-05,B6,1041,341
12:47:00,2013-02-05,MQ,762,4654
19:34:00,2013-02-05,UA,1569,1078
07:26:00,2013-02-06,EV,228,5716
17:47:00,2013-02-06,MQ,431,4415
18:49:00,2013-02-06,EV,199,4299
23:47:00,2013-02-06,EV,1215,4333
01:10:00,2013-02-07,UA,1085,890
15:16:00,2013-02-07,AA,2475,3
15:45:00,2013-02-07,EV,746,4950
16:05:00,2013-02-07,US,214,2179
17:24:00,2013-02-07,B6,1182,119
21:01:00,2013-02-07,EV,1092,4397
10:11:00,2013-02-08,B6,1010,983
15:01:00,2013-02-08,HA,4983,51
17:53:00,2013-02-08,MQ,762,4669
10:25:00,2013-02-10,EV,199,4636
12:53:00,2013-02-10,EV,416,4319
18:31:00,2013-02-10,UA,2475,161
21:13:00,2013-02-10,DL,2475,127
22:13:00,2013-02-10,DL,502,2331
09:41:00,2013-02-11,UA,937,235
14:28:00,2013-02-11,B6,1074,133
15:53:00,2013-02-11,MQ,544,4577
18:31:00,2013-02-11,DL,762,847
18:37:00,2013-02-11,B6,1182,119
19:53:00,2013-02-11,DL,963,1473
20:34:00,2013-02-11,UA,2402,738
23:05:00,2013-02-11,UA,1569,1078
07:36:00,2013-02-12,EV,282,4533
08:58:00,2013-02-12,UA,719,673
14:26:00,2013-02-12,US,2153,450
16:08:00,2013-02-12,MQ,1020,4588
16:41:00,2013-02-12,MQ,431,4447
18:15:00,2013-02-12,MQ,1147,4525
20:22:00,2013-02-12,DL,746,2042
07:09:00,2013-02-13,WN,725,3223
13:41:00,2013-02-13,MQ,719,3697
20:11:00,2013-02-13,B6,301,130
21:17:00,2013-02-13,AA,1096,1611
08:51:00,2013-02-14,US,184,2118
13:02:00,2013-02-14,MQ,479,4485
13:22:00,2013-02-14,UA,997,1428
15:03:00,2013-02-14,HA,4983,51
17:15:00,2013-02-14,9E,740,3523
20:12:00,2013-02-14,AA,1096,1467
10:47:00,2013-02-15,DL,2422,1915
12:17:00,2013-02-15,US,541,1427
12:32:00,2013-02-15,WN,1605,102
18:30:00,2013-02-15,AA,733,341
19:05:00,2013-02-15,9E,1391,3325
20:32:00,2013-02-15,DL,502,2131
22:08:00,2013-02-15,DL,1089,1108
23:55:00,2013-02-15,US,214,2191
09:06:00,2013-02-16,UA,1620,369
10:24:00,2013-02-16,WN,711,861
09:47:00,2013-02-17,B6,944,987
10:46:00,2013-02-17,9E,264,3913
12:01:00,2013-02-17,US,541,1427
13:39:00,2013-02-17,EV,1092,4420
14:07:00,2013-02-17,MQ,427,4404
23:31:00,2013-02-17,UA,937,1692
11:24:00,2013-02-18,MQ,719,3795
11:26:00,2013-02-18,WN,2133,1705
16:36:00,2013-02-18,MQ,479,4429
17:30:00,2013-02-18,B6,1041,347
18:10:00,2013-02-18,DL,1020,1619
23:02:00,2013-02-18,DL,2153,2162
07:55:00,2013-02-19,US,184,2116
08:26:00,2013-02-19,UA,1416,1714
08:27:00,2013-02-19,EV,748,3829
10:22:00,2013-02-19,US,541,487
11:33:00,2013-02-19,DL,1010,1023
14:27:00,2013-02-19,B6,200,1174
15:09:00,2013-02-19,B6,1428,625
16:03:00,2013-02-19,UA,404,1178
19:37:00,2013-02-19,UA,733,394
21:38:00,2013-02-19,AA,187,1762
21:55:00,2013-02-19,B6,2153,179
04:25:00,2013-02-20,B6,1617,739
09:00:00,2013-02-20,UA,2586,303
17:38:00,2013-02-20,B6,1028,141
17:40:00,2013-02-20,DL,2586,1322
19:10:00,2013-02-20,WN,169,475
21:10:00,2013-02-20,B6,2248,711
10:18:00,2013-02-21,WN,1411,20
10:28:00,2013-02-21,MQ,431,4521
17:14:00,2013-02-21,EV,605,4703
17:31:00,2013-02-21,B6,1041,347
19:48:00,2013-02-21,UA,997,1637
22:09:00,2013-02-21,DL,1089,1108
23:04:00,2013-02-21,DL,2248,1729
09:25:00,2013-02-22,9E,184,4051
11:25:00,2013-02-22,DL,502,181
12:05:00,2013-02-22,DL,1010,1023
16:42:00,2013-02-22,B6,340,1053
17:47:00,2013-02-22,DL,1035,1902
18:21:00,2013-02-22,UA,2565,1038
20:20:00,2013-02-22,EV,463,3822
01:28:00,2013-02-23,B6,1005,325
11:41:00,2013-02-23,MQ,764,4670
13:43:00,2013-02-24,9E,94,3638
13:56:00,2013-02-24,DL,746,935
15:06:00,2013-02-24,MQ,502,4564
15:10:00,2013-02-24,9E,1029,3538
16:23:00,2013-02-24,UA,200,814
17:35:00,2013-02-24,UA,1416,1744
19:25:00,2013-02-24,DL,746,2042
00:18:00,2013-02-25,B6,187,1018
09:29:00,2013-02-25,UA,719,279
19:14:00,2013-02-25,US,544,894
19:30:00,2013-02-25,UA,1023,1269
08:40:00,2013-02-26,B6,1028,145
13:55:00,2013-02-26,EV,199,4129
18:28:00,2013-02-26,FL,762,620
21:08:00,2013-02-26,EV,228,5714
22:40:00,2013-02-26,DL,762,1147
01:36:00,2013-02-27,B6,950,399
09:08:00,2013-02-27,AA,733,309
09:51:00,2013-02-27,DL,746,807
10:40:00,2013-02-27,9E,1029,3538
11:38:00,2013-02-27,DL,2475,120
17:52:00,2013-02-27,UA,2565,1400
11:28:00,2013-02-28,UA,200,486
11:54:00,2013-02-28,EV,416,4662
13:03:00,2013-02-28,WN,711,735
13:18:00,2013-02-28,MQ,1020,4646
15:40:00,2013-02-28,UA,1416,202
17:13:00,2013-02-28,UA,937,1641
20:32:00,2013-02-28,EV,1092,4554
21:08:00,2013-02-28,EV,529,4619
22:44:00,2013-02-28,DL,1010,1435
00:24:00,2013-03-01,UA,1065,961
10:10:00,2013-03-01,EV,1134,4157
12:09:00,2013-03-01,UA,1023,1296
19:37:00,2013-03-01,UA,1400,698
20:50:00,2013-03-01,AA,1089,543
21:34:00,2013-03-01,9E,541,3798
22:47:00,2013-03-01,UA,1372,299
23:34:00,2013-03-01,EV,1134,4132
09:31:00,2013-03-02,B6,1074,135
18:26:00,2013-03-02,AA,2475,117
19:07:00,2013-03-02,UA,937,1593
23:48:00,2013-03-02,B6,2576,91
00:21:00,2013-03-03,UA,997,1241
13:25:00,2013-03-03,AA,2475,19
14:22:00,2013-03-03,DL,502,1131
16:27:00,2013-03-03,EV,872,3821
17:37:00,2013-03-03,MQ,483,4146
19:28:00,2013-03-03,9E,290,4277
19:59:00,2013-03-03,B6,301,130
22:04:00,2013-03-04,B6,2521,171
22:45:00,2013-03-04,EV,266,4206
09:59:00,2013-03-05,US,529,675
13:38:00,2013-03-05,EV,319,4388
22:29:00,2013-03-05,EV,594,4682
23:27:00,2013-03-05,EV,296,5472
07:07:00,2013-03-06,B6,301,208
13:30:00,2013-03-06,B6,1023,545
16:27:00,2013-03-06,9E,301,3318
23:30:00,2013-03-06,EV,1017,4543
14:32:00,2013-03-07,US,544,1459
16:22:00,2013-03-07,MQ,544,4577
16:29:00,2013-03-07,B6,937,127
17:29:00,2013-03-07,UA,419,404
04:14:00,2013-03-08,B6,209,22
13:48:00,2013-03-08,AS,2402,11
21:17:00,2013-03-08,B6,950,393
10:15:00,2013-03-09,DL,1990,1415
19:55:00,2013-03-09,WN,725,3026
22:19:00,2013-03-09,UA,2402,252
00:05:00,2013-03-10,UA,1608,1244
08:52:00,2013-03-10,B6,1028,145
09:49:00,2013-03-10,EV,200,4207
10:08:00,2013-03-10,B6,541,219
11:10:00,2013-03-10,B6,301,108
11:11:00,2013-03-10,DL,746,485
15:38:00,2013-03-10,DL,762,781
16:43:00,2013-03-10,EV,722,5256
17:23:00,2013-03-10,DL,2475,963
17:46:00,2013-03-10,MQ,483,4146
18:32:00,2013-03-10,DL,944,4
21:15:00,2013-03-10,EV,143,4566
22:09:00,2013-03-10,9E,647,4033
22:14:00,2013-03-10,UA,2434,1152
23:53:00,2013-03-10,B6,187,1018
10:12:00,2013-03-11,9E,213,3330
22:28:00,2013-03-11,EV,266,4206
22:48:00,2013-03-11,EV,569,4536
08:50:00,2013-03-12,UA,1605,311
09:16:00,2013-03-12,AA,1085,1895
10:17:00,2013-03-12,9E,636,3635
15:17:00,2013-03-12,EV,1008,4612
16:56:00,2013-03-12,UA,1400,1674
22:42:00,2013-03-12,UA,1416,1128
01:35:00,2013-03-13,B6,1069,11
10:53:00,2013-03-13,B6,1069,201
13:24:00,2013-03-13,DL,2586,1765
14:35:00,2013-03-13,UA,1400,308
14:49:00,2013-03-13,DL,2475,863
15:47:00,2013-03-13,US,2133,186
17:21:00,2013-03-13,9E,765,3459
08:04:00,2013-03-14,US,541,829
10:20:00,2013-03-14,EV,628,4532
11:02:00,2013-03-14,AA,733,319
11:49:00,2013-03-14,B6,1005,59
12:17:00,2013-03-14,B6,266,24
19:25:00,2013-03-14,DL,1074,1508
20:56:00,2013-03-14,AA,2454,119
00:13:00,2013-03-15,DL,2475,2363
09:49:00,2013-03-15,9E,509,3353
15:26:00,2013-03-15,MQ,431,4475
09:52:00,2013-03-16,UA,2454,387
10:41:00,2013-03-16,DL,760,269
17:54:00,2013-03-16,AA,187,1790
19:30:00,2013-03-16,DL,1183,1715
20:50:00,2013-03-16,B6,301,130
22:17:00,2013-03-16,B6,1074,147
23:06:00,2013-03-16,B6,1069,801
09:14:00,2013-03-17,B6,228,1305
09:45:00,2013-03-17,US,544,1733
12:25:00,2013-03-17,UA,2227,242
16:29:00,2013-03-17,B6,828,615
17:21:00,2013-03-17,DL,762,2347
20:08:00,2013-03-17,9E,288,4019
21:39:00,2013-03-17,9E,228,4127
23:55:00,2013-03-17,EV,169,5670
02:12:00,2013-03-18,9E,94,3650
08:57:00,2013-03-18,WN,748,824
10:03:00,2013-03-18,UA,1620,495
10:21:00,2013-03-18,B6,950,389
12:42:00,2013-03-18,AA,1389,721
15:39:00,2013-03-18,DL,1080,1552
00:08:00,2013-03-19,B6,1521,1069
12:19:00,2013-03-19,MQ,213,3792
20:55:00,2013-03-19,DL,335,1129
22:32:00,2013-03-19,AA,1389,791
11:22:00,2013-03-20,DL,1069,1271
12:03:00,2013-03-20,AA,2475,1
20:05:00,2013-03-20,AA,888,2019
06:52:00,2013-03-21,US,214,2161
07:10:00,2013-03-21,UA,733,379
09:07:00,2013-03-21,AA,1096,1837
10:44:00,2013-03-21,MQ,431,4521
12:06:00,2013-03-21,MQ,213,3792
12:11:00,2013-03-21,VX,2248,251
14:02:00,2013-03-21,DL,1047,1903
19:08:00,2013-03-21,UA,2475,132
10:18:00,2013-03-22,UA,1620,561
18:54:00,2013-03-22,AA,733,345
16:44:00,2013-03-23,MQ,427,4403
18:18:00,2013-03-23,MQ,665,4309
19:53:00,2013-03-23,9E,290,4277
23:48:00,2013-03-23,UA,2425,742
13:06:00,2013-03-24,EV,416,4581
15:49:00,2013-03-24,B6,1074,133
08:02:00,2013-03-25,AA,733,305
10:05:00,2013-03-25,AA,2475,33
13:58:00,2013-03-25,AA,187,1850
16:35:00,2013-03-25,MQ,427,4403
19:46:00,2013-03-25,WN,764,962
07:46:00,2013-03-26,B6,740,905
13:01:00,2013-03-26,UA,719,701
13:36:00,2013-03-26,MQ,419,4553
17:14:00,2013-03-26,US,184,2134
18:50:00,2013-03-26,UA,1023,1269
19:07:00,2013-03-26,WN,711,3872
14:33:00,2013-03-27,EV,282,4229
15:31:00,2013-03-27,B6,1028,991
20:09:00,2013-03-27,US,529,1973
07:30:00,2013-03-28,MQ,502,4401
14:12:00,2013-03-28,B6,1069,1
17:31:00,2013-03-28,DL,762,2347
18:38:00,2013-03-28,EV,199,4373
19:01:00,2013-03-28,DL,1096,2098
21:16:00,2013-03-28,DL,944,2159
07:52:00,2013-03-29,US,214,2163
08:28:00,2013-03-29,DL,760,1743
17:41:00,2013-03-29,MQ,719,3695
19:21:00,2013-03-29,UA,404,1053
19:50:00,2013-03-29,B6,1074,139
23:49:00,2013-03-29,B6,209,22
10:31:00,2013-03-30,AA,1069,825
21:06:00,2013-03-30,9E,541,3798
21:40:00,2013-03-30,UA,2434,1654
22:07:00,2013-03-30,DL,2475,87
22:09:00,2013-03-30,DL,2586,1465
22:45:00,2013-03-30,AA,1096,1709
10:36:00,2013-03-31,B6,950,389
10:48:00,2013-03-31,MQ,502,4478
11:48:00,2013-03-31,EV,416,4581
14:08:00,2013-03-31,WN,738,805
14:31:00,2013-03-31,B6,1069,1
16:42:00,2013-03-31,EV,725,4552
23:22:00,2013-03-31,UA,1605,1409
08:01:00,2013-04-01,UA,404,579
09:40:00,2013-04-01,B6,200,1172
12:52:00,2013-04-01,B6,200,1174
13:16:00,2013-04-01,AA,1096,2267
18:05:00,2013-04-01,AA,1096,1925
01:45:00,2013-04-02,B6,1065,515
07:03:00,2013-04-02,UA,733,379
09:37:00,2013-04-02,B6,1576,725
11:04:00,2013-04-02,B6,950,389
14:55:00,2013-04-02,9E,94,3638
16:13:00,2013-04-02,DL,760,2043
16:36:00,2013-04-02,EV,544,5475
18:51:00,2013-04-02,DL,1069,2027
00:03:00,2013-04-03,UA,1585,1071
08:45:00,2013-04-03,UA,2133,216
18:44:00,2013-04-03,DL,963,1473
19:19:00,2013-04-03,EV,746,4705
19:36:00,2013-04-03,EV,872,4202
23:03:00,2013-04-03,EV,199,4350
08:44:00,2013-04-04,MQ,544,4576
10:35:00,2013-04-04,AA,2475,33
11:29:00,2013-04-04,US,214,2169
13:40:00,2013-04-04,UA,1620,1737
18:03:00,2013-04-04,B6,1035,1161
21:53:00,2013-04-04,EV,631,3818
00:46:00,2013-04-05,B6,1005,325
07:03:00,2013-04-05,B6,200,380
09:32:00,2013-04-05,EV,605,4676
11:16:00,2013-04-05,VX,2565,183
18:07:00,2013-04-05,UA,2565,1699
19:42:00,2013-04-05,AA,2248,257
19:53:00,2013-04-05,DL,1069,2027
21:36:00,2013-04-05,EV,199,4312
23:48:00,2013-04-05,B6,1428,629
09:14:00,2013-04-06,AA,187,1838
09:29:00,2013-04-06,MQ,764,4655
10:46:00,2013-04-06,EV,820,4388
12:15:00,2013-04-06,UA,1725,1597
12:43:00,2013-04-06,UA,997,470
20:41:00,2013-04-06,9E,94,3650
10:44:00,2013-04-07,B6,828,611
11:16:00,2013-04-07,B6,2446,181
16:56:00,2013-04-07,UA,997,1166
18:32:00,2013-04-07,AA,1389,763
22:50:00,2013-04-07,EV,169,5670
23:53:00,2013-04-07,B6,1626,97
09:31:00,2013-04-08,B6,1010,983
10:26:00,2013-04-08,EV,488,4297
10:51:00,2013-04-08,DL,2248,1429
17:04:00,2013-04-08,MQ,544,4579
18:24:00,2013-04-08,DL,762,847
21:39:00,2013-04-08,AS,2402,7
23:00:00,2013-04-08,B6,301,104
16:59:00,2013-04-09,AA,733,337
17:48:00,2013-04-09,AA,1089,1769
00:19:00,2013-04-10,UA,1504,1416
07:18:00,2013-04-10,WN,725,430
08:54:00,2013-04-10,AA,1096,1837
20:24:00,2013-04-10,DL,1521,706
21:12:00,2013-04-10,DL,1969,1185
10:08:00,2013-04-11,US,214,2167
14:49:00,2013-04-11,DL,1076,930
16:45:00,2013-04-11,UA,1068,887
21:13:00,2013-04-11,DL,187,985
08:44:00,2013-04-12,B6,209,44
17:39:00,2013-04-12,B6,937,127
20:52:00,2013-04-12,UA,937,1109
23:08:00,2013-04-12,MQ,213,4449
00:42:00,2013-04-13,B6,1069,11
12:37:00,2013-04-13,US,2153,29
17:03:00,2013-04-13,9E,94,3603
17:37:00,2013-04-13,UA,2133,1182
21:09:00,2013-04-13,AA,2422,269
10:16:00,2013-04-14,DL,1020,2119
11:44:00,2013-04-14,AA,733,321
11:46:00,2013-04-14,EV,963,5164
13:41:00,2013-04-14,UA,1605,580
14:35:00,2013-04-14,B6,1428,625
18:28:00,2013-04-14,EV,277,4272
22:56:00,2013-04-14,B6,1005,21
07:08:00,2013-04-15,UA,733,635
08:59:00,2013-04-15,MQ,213,4418
15:22:00,2013-04-15,AA,1372,1033
15:34:00,2013-04-15,UA,937,1641
15:39:00,2013-04-15,EV,266,4179
18:12:00,2013-04-15,EV,746,5660
18:57:00,2013-04-15,AA,2475,133
11:28:00,2013-04-16,MQ,762,4619
16:04:00,2013-04-16,UA,1416,1681
17:08:00,2013-04-16,US,184,2134
17:32:00,2013-04-16,9E,765,3459
22:26:00,2013-04-16,UA,2454,1735
23:16:00,2013-04-16,B6,950,399
10:28:00,2013-04-17,AA,1598,413
11:36:00,2013-04-17,B6,1069,901
12:36:00,2013-04-17,B6,1069,1101
17:14:00,2013-04-17,US,96,1607
19:09:00,2013-04-17,DL,2248,161
23:59:00,2013-04-17,UA,2454,768
11:52:00,2013-04-18,UA,2454,387
13:15:00,2013-04-18,UA,1068,1267
13:35:00,2013-04-18,DL,502,1031
17:36:00,2013-04-18,B6,1069,85
19:13:00,2013-04-18,EV,746,3819
19:14:00,2013-04-18,DL,502,2231
19:35:00,2013-04-18,DL,502,2331
23:35:00,2013-04-18,B6,950,399
23:54:00,2013-04-18,9E,425,3899
07:56:00,2013-04-19,MQ,502,4401
14:38:00,2013-04-19,EV,645,4464
14:48:00,2013-04-19,UA,2586,580
19:36:00,2013-04-19,B6,1182,119
20:18:00,2013-04-19,UA,1023,1627
20:55:00,2013-04-19,AA,740,1351
21:57:00,2013-04-19,UA,1372,527
00:10:00,2013-04-20,B6,2248,199
09:45:00,2013-04-20,B6,1010,983
11:18:00,2013-04-20,AA,733,319
18:31:00,2013-04-20,DL,1035,1902
12:09:00,2013-04-21,DL,1020,2319
13:21:00,2013-04-21,UA,2565,220
13:52:00,2013-04-21,EV,1107,5216
20:19:00,2013-04-21,B6,2465,359
20:50:00,2013-04-21,DL,2446,503
11:29:00,2013-04-22,EV,963,5363
13:14:00,2013-04-22,DL,762,1847
14:02:00,2013-04-22,UA,1634,1519
16:40:00,2013-04-22,UA,1065,1617
16:53:00,2013-04-22,MQ,479,4429
17:16:00,2013-04-22,FL,762,348
18:56:00,2013-04-22,UA,2227,563
19:08:00,2013-04-22,DL,963,1473
20:45:00,2013-04-22,UA,200,1703
22:21:00,2013-04-22,DL,1069,83
22:59:00,2013-04-22,UA,1372,1130
23:26:00,2013-04-22,EV,569,3838
07:45:00,2013-04-23,EV,416,4190
11:07:00,2013-04-23,B6,1069,201
22:01:00,2013-04-23,B6,937,527
22:04:00,2013-04-23,UA,2565,726
12:27:00,2013-04-24,UA,937,1623
12:56:00,2013-04-24,B6,1080,1639
18:44:00,2013-04-24,B6,209,12
19:20:00,2013-04-24,DL,1990,1773
07:15:00,2013-04-25,UA,733,457
07:29:00,2013-04-25,EV,212,4264
13:42:00,2013-04-25,AA,733,327
14:34:00,2013-04-25,UA,1620,1604
15:39:00,2013-04-25,EV,746,4898
19:28:00,2013-04-25,DL,944,4
23:04:00,2013-04-25,DL,2475,87
07:54:00,2013-04-26,US,541,1657
11:46:00,2013-04-26,UA,2475,443
21:53:00,2013-04-26,AA,1372,1905
23:30:00,2013-04-26,9E,647,4033
10:54:00,2013-04-27,EV,228,5711
12:11:00,2013-04-27,US,544,1277
16:40:00,2013-04-27,DL,1598,315
17:41:00,2013-04-27,UA,2565,1210
18:06:00,2013-04-27,B6,200,1176
19:44:00,2013-04-27,UA,2133,1635
08:05:00,2013-04-28,US,541,1657
09:22:00,2013-04-28,DL,950,2285
09:27:00,2013-04-28,B6,228,1305
14:43:00,2013-04-28,B6,2586,641
14:43:00,2013-04-28,B6,273,602
15:19:00,2013-04-28,UA,2586,642
16:10:00,2013-04-28,B6,2465,209
17:49:00,2013-04-28,UA,937,1060
23:46:00,2013-04-28,UA,997,1241
08:03:00,2013-04-29,EV,463,4334
10:29:00,2013-04-29,EV,199,4636
11:01:00,2013-04-29,B6,273,600
11:02:00,2013-04-29,DL,1089,269
11:54:00,2013-04-29,AA,1089,647
12:06:00,2013-04-29,VX,2475,407
18:50:00,2013-04-29,UA,2425,1726
10:39:00,2013-04-30,DL,2422,183
10:44:00,2013-04-30,EV,1092,4548
10:57:00,2013-04-30,DL,488,2239
14:47:00,2013-04-30,US,184,2130
19:08:00,2013-04-30,AA,1391,565
19:22:00,2013-04-30,UA,733,1657
22:30:00,2013-04-30,B6,1005,21
00:01:00,2013-05-01,B6,266,128
08:39:00,2013-05-01,UA,2133,589
12:02:00,2013-05-01,UA,719,1284
15:15:00,2013-05-01,US,544,1459
21:54:00,2013-05-01,B6,1069,111
22:28:00,2013-05-01,EV,445,4459
07:12:00,2013-05-02,MQ,719,3768
07:44:00,2013-05-02,EV,1008,4901
09:31:00,2013-05-02,B6,200,1172
11:13:00,2013-05-02,EV,212,4269
17:13:00,2013-05-02,EV,605,4576
23:54:00,2013-05-02,UA,2565,1252
09:38:00,2013-05-03,AS,2402,21
10:49:00,2013-05-03,AA,1096,2267
