flight_number,airline,passengers,arrival_date,arrival_time
3317,9E,301,20130115,19000101094100
56,B6,266,20130115,19000101095700
4250,EV,605,20130115,19000101102900
4638,EV,569,20130115,19000101111700
4485,MQ,479,20130115,19000101131300
2128,US,184,20130115,19000101140800
349,FL,762,20130115,19000101170200
509,B6,1065,20130115,19000101200300
703,B6,1598,20130115,19000101202200
3542,9E,1029,20130115,19000101202800
9,B6,944,20130115,19000101203500
2191,US,214,20130115,19000101221300
11,B6,1069,20130116,19000101005100
739,B6,1617,20130116,19000101045300
145,B6,1028,20130116,19000101091500
611,B6,828,20130116,19000101114900
561,UA,1065,20130116,19000101115200
2099,AA,1096,20130116,19000101145400
1819,DL,1020,20130116,19000101171200
464,UA,719,20130116,19000101182900
4227,EV,605,20130116,19000101210700
4412,EV,282,20130116,19000101224700
383,B6,1076,20130117,19000101003300
4599,MQ,1020,20130117,19000101084900
4457,EV,209,20130117,19000101092100
11,AS,2402,20130117,19000101104900
4376,EV,1131,20130117,19000101111800
4478,MQ,502,20130117,19000101112800
4187,EV,748,20130117,19000101114600
407,VX,2475,20130117,19000101120500
74,B6,266,20130117,19000101183800
3805,EV,708,20130117,19000101185400
161,WN,1605,20130117,19000101185500
4255,MQ,765,20130117,19000101185800
4485,EV,416,20130117,19000101190800
1593,UA,2434,20130117,19000101212200
515,B6,1065,20130118,19000101005100
5038,EV,866,20130118,19000101010300
4409,EV,277,20130118,19000101101000
2083,AA,1372,20130118,19000101102300
24,B6,266,20130118,19000101120900
4388,EV,820,20130118,19000101123100
66,B6,301,20130118,19000101133100
4298,EV,1092,20130118,19000101135100
1120,UA,2565,20130118,19000101141900
4687,EV,569,20130118,19000101181300
161,WN,1605,20130118,19000101185500
185,B6,2446,20130118,19000101195400
15,B6,1069,20130118,19000101201100
4569,MQ,431,20130118,19000101205200
4133,EV,594,20130118,19000101223400
4119,EV,277,20130118,19000101224700
1006,B6,187,20130119,19000101133500
930,DL,1076,20130119,19000101144300
3318,9E,301,20130119,19000101161700
1357,AA,1598,20130119,19000101163000
894,US,544,20130119,19000101185200
1508,DL,1074,20130119,19000101191300
503,DL,2446,20130119,19000101195600
706,DL,1521,20130119,19000101195800
711,B6,2248,20130119,19000101204400
1394,DL,2454,20130119,19000101211500
421,UA,2565,20130120,19000101100600
692,WN,1620,20130120,19000101103100
835,F9,1620,20130120,19000101111900
952,UA,1068,20130120,19000101140900
935,DL,746,20130120,19000101162800
1600,UA,2454,20130120,19000101182400
1709,AA,1096,20130120,19000101224700
381,B6,1076,20130121,19000101001600
707,AA,1389,20130121,19000101085100
135,B6,1074,20130121,19000101093000
225,UA,719,20130121,19000101101900
1427,US,541,20130121,19000101131800
1903,DL,1047,20130121,19000101134500
4658,MQ,762,20130121,19000101154400
4120,EV,282,20130121,19000101160600
411,VX,2475,20130121,19000101163000
4485,EV,416,20130121,19000101183100
1331,DL,1626,20130121,19000101183700
2126,DL,2586,20130121,19000101184300
1579,UA,1085,20130121,19000101193000
2140,US,184,20130121,19000101203400
4227,EV,605,20130121,19000101210700
2391,DL,1005,20130121,19000101214300
2159,DL,944,20130121,19000101221100
179,B6,2153,20130121,19000101224000
4449,MQ,213,20130121,19000101230300
1141,AA,1089,20130122,19000101082900
371,B6,1076,20130122,19000101091200
1895,AA,1085,20130122,19000101092800
389,B6,950,20130122,19000101101300
1903,DL,1047,20130122,19000101134200
745,AA,1389,20130122,19000101153000
717,UA,200,20130122,19000101153800
963,DL,2475,20130122,19000101181200
954,UA,719,20130122,19000101202600
1134,UA,1400,20130122,19000101202700
250,UA,2454,20130122,19000101203200
1165,UA,2454,20130122,19000101215200
7,AS,2402,20130122,19000101222900
269,AA,2422,20130122,19000101230000
4162,EV,266,20130122,19000101233500
4233,EV,266,20130123,19000101100100
4636,EV,199,20130123,19000101104200
2343,DL,746,20130123,19000101125300
4425,MQ,213,20130123,19000101131300
1663,UA,1620,20130123,19000101141000
505,B6,1065,20130123,19000101161300
743,AA,1389,20130123,19000101161700
3823,MQ,213,20130123,19000101163600
4171,EV,799,20130123,19000101164900
2181,US,214,20130123,19000101171400
17,UA,404,20130123,19000101175300
1925,AA,1096,20130123,19000101181900
4661,MQ,762,20130123,19000101185200
894,US,544,20130123,19000101192600
675,B6,2475,20130123,19000101193400
551,UA,1400,20130123,19000101195800
1635,AA,1598,20130123,19000101202700
1905,AA,1372,20130123,19000101204600
1185,DL,1969,20130123,19000101205800
22,B6,209,20130123,19000101234000
1613,AA,1598,20130124,19000101000900
383,B6,1076,20130124,19000101001500
5716,EV,228,20130124,19000101071600
1299,UA,1068,20130124,19000101101100
219,B6,541,20130124,19000101102800
5273,EV,335,20130124,19000101125000
4425,MQ,213,20130124,19000101133900
4349,EV,284,20130124,19000101135200
499,UA,2402,20130124,19000101135400
66,B6,301,20130124,19000101144200
4564,MQ,502,20130124,19000101152500
4090,EV,820,20130124,19000101154500
1710,UA,419,20130124,19000101171900
83,B6,2422,20130124,19000101181500
689,UA,733,20130124,19000101184800
3730,MQ,719,20130124,19000101201000
1729,DL,2248,20130124,19000101224900
812,UA,2227,20130124,19000101225400
3935,WN,725,20130125,19000101093300
1179,UA,997,20130125,19000101103300
643,B6,2586,20130125,19000101112000
4485,MQ,479,20130125,19000101130200
1010,B6,187,20130125,19000101154000
3985,MQ,589,20130125,19000101182000
812,UA,2227,20130125,19000101223100
5693,EV,229,20130125,19000101231300
1051,B6,340,20130126,19000101102200
1865,DL,2586,20130126,19000101105100
336,UA,1882,20130126,19000101114700
503,B6,1065,20130126,19000101124400
3369,9E,1182,20130126,19000101212100
1787,AA,1005,20130126,19000101230500
646,UA,1400,20130127,19000101101800
1481,UA,1608,20130127,19000101120100
1549,UA,1400,20130127,19000101145800
4172,MQ,425,20130127,19000101162200
347,B6,1041,20130127,19000101180100
161,UA,2475,20130127,19000101185300
1703,UA,200,20130127,19000101194800
130,B6,301,20130127,19000101195100
104,B6,301,20130127,19000101225600
1018,B6,187,20130127,19000101235600
22,B6,209,20130128,19000101001500
102,B6,301,20130128,19000101080600
4418,MQ,213,20130128,19000101092500
4401,MQ,502,20130128,19000101100100
451,UA,1400,20130128,19000101120800
4589,MQ,502,20130128,19000101130400
675,B6,2475,20130128,19000101201600
15,UA,4963,20130128,19000101211300
1999,AA,1085,20130128,19000101214300
1142,UA,200,20130129,19000101080400
4655,MQ,764,20130129,19000101093800
181,DL,502,20130129,19000101110100
430,UA,997,20130129,19000101114300
5026,EV,488,20130129,19000101120100
4471,MQ,431,20130129,19000101120100
133,B6,1074,20130129,19000101143300
3719,9E,292,20130129,19000101165400
1769,AA,1089,20130129,19000101175100
4705,EV,746,20130129,19000101190200
391,B6,950,20130129,19000101201600
2189,US,214,20130129,19000101211100
3525,9E,740,20130129,19000101214900
1020,B6,187,20130129,19000101220800
3822,EV,631,20130130,19000101002400
6055,EV,229,20130130,19000101072400
2143,DL,1089,20130130,19000101111300
553,B6,1068,20130130,19000101115800
3405,9E,213,20130130,19000101125000
209,B6,2465,20130130,19000101151200
4523,EV,266,20130130,19000101154400
1853,AA,1372,20130130,19000101154900
505,B6,1065,20130130,19000101162300
1344,DL,1107,20130130,19000101164000
454,UA,2227,20130130,19000101182300
3355,9E,1029,20130130,19000101205600
4416,EV,748,20130130,19000101210700
4599,MQ,1020,20130131,19000101081800
981,B6,1069,20130131,19000101112300
1959,DL,944,20130131,19000101113100
1061,B6,1521,20130131,19000101123400
1573,DL,963,20130131,19000101125300
1284,UA,2227,20130131,19000101133400
4601,MQ,764,20130131,19000101134400
2120,US,184,20130131,19000101140700
1174,DL,1035,20130131,19000101150300
4662,EV,416,20130131,19000101154500
1710,UA,419,20130131,19000101173600
464,UA,719,20130131,19000101185900
565,AA,1391,20130131,19000101191900
4019,9E,288,20130131,19000101203100
4626,MQ,479,20130131,19000101203800
3375,9E,1587,20130131,19000101204400
4312,EV,199,20130131,19000101210400
29,VX,2586,20130131,19000101230800
2391,DL,1005,20130131,19000101233300
1117,US,529,20130201,19000101065200
4576,MQ,544,20130201,19000101084000
831,DL,502,20130201,19000101085600
1415,DL,1990,20130201,19000101095500
1655,UA,2434,20130201,19000101102000
553,B6,1068,20130201,19000101120000
641,B6,2586,20130201,19000101135000
471,UA,1068,20130201,19000101141000
329,AA,733,20130201,19000101150300
377,B6,1076,20130201,19000101174900
372,WN,888,20130201,19000101183400
509,UA,1620,20130201,19000101194400
1491,US,544,20130201,19000101211300
2190,DL,1089,20130201,19000101215900
381,B6,1076,20130201,19000101225100
171,B6,2521,20130201,19000101235100
327,AA,733,20130202,19000101124600
720,US,529,20130202,19000101163700
394,UA,2586,20130202,19000101175600
4410,MQ,213,20130202,19000101192800
35,US,2153,20130202,19000101193200
4322,EV,284,20130203,19000101002600
1701,UA,1065,20130203,19000101094200
2267,AA,1096,20130203,19000101105300
721,AA,1389,20130203,19000101122100
338,US,2153,20130203,19000101134900
1275,DL,1990,20130203,19000101140800
4475,MQ,431,20130203,19000101145600
2223,AA,888,20130203,19000101172100
7,AS,2402,20130203,19000101211800
4131,EV,277,20130203,19000101214700
4650,MQ,762,20130204,19000101082300
1895,AA,1085,20130204,19000101092000
1701,UA,1065,20130204,19000101092600
4376,EV,1131,20130204,19000101112600
112,UA,2475,20130204,19000101113700
3494,WN,1605,20130204,19000101114900
1702,UA,719,20130204,19000101164200
935,DL,746,20130204,19000101164300
4410,MQ,213,20130204,19000101183500
4404,EV,160,20130204,19000101233700
1030,UA,2475,20130205,19000101094700
981,B6,1069,20130205,19000101102500
59,B6,1005,20130205,19000101115000
1885,DL,950,20130205,19000101121700
353,FL,397,20130205,19000101132300
1443,US,541,20130205,19000101141100
625,B6,1428,20130205,19000101150900
3840,EV,946,20130205,19000101153000
1186,UA,1085,20130205,19000101153200
505,B6,1065,20130205,19000101161600
685,UA,733,20130205,19000101163600
4215,WN,711,20130205,19000101173100
341,AA,733,20130205,19000101180100
847,DL,762,20130205,19000101191900
2131,DL,502,20130205,19000101204400
711,B6,2248,20130205,19000101205700
1574,UA,404,20130205,19000101214100
3744,MQ,719,20130205,19000101222500
4662,MQ,762,20130205,19000101225200
1069,B6,1521,20130205,19000101231600
1627,UA,1023,20130206,19000101091300
1895,AA,1085,20130206,19000101091800
1271,DL,1069,20130206,19000101105900
4640,EV,533,20130206,19000101141100
2041,AA,1089,20130206,19000101153600
4491,MQ,419,20130206,19000101155100
1819,DL,1020,20130206,19000101175800
36,B6,264,20130206,19000101181500
4373,EV,199,20130206,19000101181600
759,AA,1389,20130206,19000101183700
3730,MQ,719,20130206,19000101201300
477,UA,2227,20130206,19000101203500
4519,EV,169,20130206,19000101224400
381,B6,1076,20130206,19000101231900
515,B6,1065,20130207,19000101004800
369,WN,711,20130207,19000101100000
429,UA,1620,20130207,19000101100600
4164,EV,488,20130207,19000101105400
59,B6,1005,20130207,19000101120000
197,B6,2248,20130207,19000101124200
523,B6,937,20130207,19000101134800
32,B6,264,20130207,19000101141400
4588,MQ,1020,20130207,19000101161500
364,UA,719,20130207,19000101174500
1508,DL,1074,20130207,19000101190500
4480,EV,319,20130207,19000101194200
1593,UA,2434,20130207,19000101204200
3320,9E,301,20130207,19000101212600
3833,EV,872,20130207,19000101223500
963,UA,404,20130208,19000101074200
3839,EV,748,20130208,19000101085000
4576,MQ,544,20130208,19000101085600
135,WN,1620,20130208,19000101091600
1271,DL,1069,20130208,19000101110000
503,B6,1065,20130208,19000101130500
3697,MQ,719,20130208,19000101142500
1685,DL,950,20130208,19000101162200
15,UA,4963,20130208,19000101202200
739,B6,1617,20130209,19000101042600
4667,EV,1008,20130209,19000101175700
1771,DL,509,20130209,19000101185400
433,UA,719,20130209,19000101202300
3694,9E,264,20130209,19000101212400
2159,DL,944,20130209,19000101221800
978,US,544,20130210,19000101093100
553,B6,1068,20130210,19000101114400
2171,US,214,20130210,19000101120300
1177,UA,1726,20130210,19000101124300
499,UA,2402,20130210,19000101130600
523,B6,937,20130210,19000101134400
4148,EV,282,20130210,19000101141100
4658,MQ,762,20130210,19000101150600
1120,UA,2565,20130210,19000101150700
1687,UA,200,20130210,19000101162000
5486,EV,335,20130210,19000101185100
4484,MQ,764,20130210,19000101193500
773,AA,1389,20130210,19000101194800
4033,9E,647,20130210,19000101230000
3899,9E,425,20130211,19000101002200
185,AA,2475,20130211,19000101003400
4334,EV,463,20130211,19000101082100
235,UA,937,20130211,19000101094100
3317,9E,301,20130211,19000101100600
1623,UA,937,20130211,19000101124400
1257,UA,1416,20130211,19000101140200
685,UA,733,20130211,19000101171200
2231,DL,502,20130211,19000101190400
1047,DL,762,20130211,19000101211300
2159,DL,944,20130211,19000101214000
4178,9E,264,20130211,19000101224300
1066,UA,200,20130211,19000101230500
4471,EV,529,20130212,19000101082000
850,FL,738,20130212,19000101085000
443,AA,1089,20130212,19000101104100
4478,MQ,502,20130212,19000101105700
309,AA,733,20130212,19000101111100
4625,EV,1131,20130212,19000101113100
41,B6,944,20130212,19000101122900
1006,B6,187,20130212,19000101134400
244,UA,200,20130212,19000101140300
4120,EV,282,20130212,19000101142300
1078,WN,2133,20130212,19000101164600
4181,EV,1092,20130212,19000101172300
2347,DL,762,20130212,19000101175700
4569,MQ,431,20130212,19000101202900
1269,UA,1023,20130212,19000101203900
4088,EV,199,20130212,19000101222300
801,B6,1069,20130212,19000101225100
3737,MQ,719,20130213,19000101085200
707,AA,1389,20130213,19000101090400
135,B6,1074,20130213,19000101090800
443,AA,1089,20130213,19000101105700
346,FL,762,20130213,19000101110700
1632,UA,997,20130213,19000101122700
2043,DL,760,20130213,19000101160500
1608,UA,1504,20130213,19000101173600
17,UA,404,20130213,19000101175700
1344,DL,1107,20130213,19000101181100
548,UA,1065,20130213,19000101181300
216,WN,711,20130213,19000101185000
5073,EV,812,20130213,19000101200600
2187,US,214,20130213,19000101201800
1255,DL,335,20130213,19000101203500
4573,MQ,502,20130213,19000101222400
3314,9E,828,20130213,19000101233400
380,B6,200,20130214,19000101065700
79,B6,944,20130214,19000101085500
309,AA,733,20130214,19000101090700
1429,DL,2248,20130214,19000101105600
181,B6,2446,20130214,19000101111600
3961,9E,618,20130214,19000101121200
4294,EV,708,20130214,19000101184400
4202,EV,872,20130214,19000101185500
1485,DL,950,20130214,19000101223200
4119,EV,277,20130214,19000101223700
381,B6,1076,20130214,19000101233000
305,AA,733,20130215,19000101082800
654,US,2153,20130215,19000101102700
4297,EV,488,20130215,19000101103700
67,UA,719,20130215,19000101121000
375,B6,1076,20130215,19000101124200
3695,MQ,719,20130215,19000101182100
1492,UA,719,20130215,19000101183800
4540,MQ,502,20130215,19000101185700
884,DL,1620,20130215,19000101201700
2019,AA,888,20130215,19000101202400
4106,EV,605,20130215,19000101210300
4333,EV,1215,20130215,19000101221700
369,UA,1620,20130216,19000101090600
954,UA,1400,20130216,19000101102900
269,DL,760,20130216,19000101104400
319,AA,733,20130216,19000101110800
4391,EV,1134,20130216,19000101125500
57,B6,1028,20130216,19000101130000
1183,B6,944,20130216,19000101133800
3830,EV,266,20130216,19000101154100
74,B6,266,20130216,19000101183600
1471,UA,937,20130216,19000101203700
1905,AA,1372,20130216,19000101204400
1779,DL,1076,20130216,19000101205200
397,UA,2425,20130216,19000101210900
321,UA,1065,20130216,19000101221800
4850,WN,169,20130217,19000101065400
1433,US,544,20130217,19000101081400
33,AA,2475,20130217,19000101101100
4187,EV,748,20130217,19000101113800
4135,EV,529,20130217,19000101152000
4385,EV,284,20130217,19000101171300
3540,9E,1029,20130217,19000101181500
345,AA,733,20130217,19000101190000
785,AA,1389,20130217,19000101203500
1779,DL,1076,20130217,19000101203900
1108,DL,1089,20130217,19000101215000
119,AA,2454,20130217,19000101220300
961,UA,1085,20130217,19000101225900
985,B6,1010,20130217,19000101234300
4401,MQ,502,20130218,19000101080300
434,UA,733,20130218,19000101083400
11,VX,2586,20130218,19000101105600
1589,AA,1372,20130218,19000101121400
517,UA,937,20130218,19000101122000
67,UA,719,20130218,19000101122700
1061,B6,1521,20130218,19000101123600
1211,UA,1416,20130218,19000101130800
1573,DL,963,20130218,19000101131400
1903,DL,1047,20130218,19000101133900
3,AA,2475,20130218,19000101144700
721,AA,1389,20130218,19000101150700
8,B6,301,20130218,19000101163400
687,UA,733,20130218,19000101172000
4350,EV,569,20130218,19000101194400
353,AA,733,20130218,19000101203500
1564,UA,1372,20130218,19000101203900
3730,MQ,719,20130218,19000101204100
824,UA,719,20130218,19000101220300
4126,EV,419,20130218,19000101224100
4555,EV,1134,20130219,19000101001000
2319,DL,1020,20130219,19000101011400
4088,EV,416,20130219,19000101080100
4911,EV,488,20130219,19000101080400
693,UA,719,20130219,19000101093500
4682,EV,195,20130219,19000101094400
2047,DL,762,20130219,19000101103300
1429,US,544,20130219,19000101105600
553,B6,1068,20130219,19000101110100
3792,MQ,213,20130219,19000101121600
405,UA,1620,20130219,19000101123200
4463,EV,645,20130219,19000101124000
12,B6,209,20130219,19000101181000
179,B6,2153,20130219,19000101215500
4091,9E,184,20130219,19000101232900
219,UA,1416,20130220,19000101083100
145,B6,1028,20130220,19000101083500
459,WN,1620,20130220,19000101083700
1276,UA,1504,20130220,19000101094900
3538,9E,1029,20130220,19000101095200
763,DL,2475,20130220,19000101102400
2083,AA,1372,20130220,19000101103500
3552,9E,509,20130220,19000101105300
1271,DL,1069,20130220,19000101111800
1026,B6,187,20130220,19000101111900
715,B6,1598,20130220,19000101121200
1659,DL,1096,20130220,19000101121800
1131,DL,502,20130220,19000101141100
4981,EV,1008,20130220,19000101160300
1322,DL,2586,20130220,19000101174000
1925,AA,1096,20130220,19000101182100
4517,MQ,444,20130220,19000101201600
2142,US,184,20130220,19000101211700
415,VX,2475,20130220,19000101231600
35,B6,1028,20130221,19000101011400
575,DL,746,20130221,19000101084100
1744,UA,1085,20130221,19000101084900
3405,9E,213,20130221,19000101094900
4490,MQ,479,20130221,19000101095300
4095,EV,529,20130221,19000101104200
1959,DL,944,20130221,19000101104900
361,FL,762,20130221,19000101105500
2169,US,214,20130221,19000101110400
251,VX,2248,20130221,19000101122800
1101,B6,1069,20130221,19000101125600
1550,UA,2565,20130221,19000101140200
3885,9E,94,20130221,19000101175500
1071,UA,1585,20130222,19000101005600
1507,US,529,20130222,19000101082600
1665,UA,2454,20130222,19000101084900
647,UA,1605,20130222,19000101090800
309,UA,2586,20130222,19000101101800
1010,UA,733,20130222,19000101103900
1643,UA,1605,20130222,19000101111100
600,B6,273,20130222,19000101111200
24,B6,266,20130222,19000101121400
4553,MQ,419,20130222,19000101133400
1573,DL,963,20130222,19000101135700
23,VX,2586,20130222,19000101141000
4646,MQ,1020,20130222,19000101141800
3271,EV,820,20130222,19000101143500
991,B6,1028,20130222,19000101155200
4100,EV,946,20130222,19000101174100
2042,DL,746,20130222,19000101193800
3843,9E,209,20130222,19000101200100
2162,DL,2153,20130222,19000101232100
301,UA,937,20130223,19000101003600
517,B6,937,20130223,19000101113000
3260,EV,160,20130223,19000101120300
1006,B6,187,20130223,19000101140500
4404,MQ,427,20130223,19000101161500
1539,WN,169,20130223,19000101175000
91,DL,2248,20130223,19000101191700
4162,EV,143,20130223,19000101204400
947,DL,762,20130223,19000101212700
265,UA,2133,20130223,19000101214100
4449,MQ,213,20130223,19000101233300
608,B6,273,20130223,19000101235000
97,B6,1626,20130224,19000101011400
4555,EV,1134,20130224,19000101013200
3744,YV,229,20130224,19000101070900
499,UA,1065,20130224,19000101100800
1865,DL,2586,20130224,19000101101500
835,F9,1620,20130224,19000101111700
1647,DL,762,20130224,19000101132100
3697,MQ,719,20130224,19000101133300
1850,AA,187,20130224,19000101134200
1217,UA,719,20130224,19000101142600
4658,MQ,762,20130224,19000101142900
1291,UA,733,20130224,19000101172500
36,B6,264,20130224,19000101184100
1904,WN,888,20130224,19000101184100
133,AA,2475,20130224,19000101190200
