arrival_time,arrival_date,airline,passengers,flight_number
10:00:00,2013-01-03,DL,746,807
10:31:00,2013-01-03,DL,762,2047
10:42:00,2013-01-03,AA,1089,443
10:57:00,2013-01-03,AA,733,303
13:11:00,2013-01-03,DL,1598,301
15:36:00,2013-01-03,FL,762,348
17:35:00,2013-01-03,DL,1035,1902
23:34:00,2013-01-03,AA,1598,1613
00:17:00,2013-01-04,B6,187,1018
00:28:00,2013-01-04,B6,1005,21
09:02:00,2013-01-04,EV,209,4457
09:55:00,2013-01-04,AA,944,1815
10:02:00,2013-01-04,US,544,1733
10:59:00,2013-01-04,F9,1620,835
12:59:00,2013-01-04,UA,2402,499
12:59:00,2013-01-04,UA,1065,789
13:16:00,2013-01-04,WN,872,794
13:35:00,2013-01-04,AA,1389,731
13:43:00,2013-01-04,AA,1598,1357
13:46:00,2013-01-04,AA,1389,739
14:04:00,2013-01-04,DL,746,401
15:07:00,2013-01-04,EV,212,4231
15:46:00,2013-01-04,AA,1096,2253
15:56:00,2013-01-04,UA,1372,1612
17:12:00,2013-01-04,MQ,483,4146
18:36:00,2013-01-04,DL,1990,1773
04:32:00,2013-01-05,B6,1576,727
09:09:00,2013-01-05,UA,2586,303
09:14:00,2013-01-05,EV,246,4425
10:25:00,2013-01-05,9E,1029,3538
13:41:00,2013-01-05,DL,1010,1875
14:39:00,2013-01-05,B6,264,32
14:44:00,2013-01-05,UA,1620,641
15:48:00,2013-01-05,9E,187,3452
16:36:00,2013-01-05,MQ,431,4447
16:57:00,2013-01-05,B6,2422,83
18:00:00,2013-01-05,9E,427,4183
19:23:00,2013-01-05,B6,1010,985
19:35:00,2013-01-05,B6,1028,143
00:06:00,2013-01-06,UA,1023,1225
00:22:00,2013-01-06,B6,1076,383
07:18:00,2013-01-06,US,529,1030
09:35:00,2013-01-06,MQ,213,4418
11:01:00,2013-01-06,DL,2422,1889
11:18:00,2013-01-06,EV,229,5736
13:13:00,2013-01-06,B6,1069,17
14:54:00,2013-01-06,UA,997,1707
15:14:00,2013-01-06,UA,2565,73
15:48:00,2013-01-06,AA,1096,2253
16:33:00,2013-01-06,EV,872,4596
17:09:00,2013-01-06,MQ,544,4579
18:15:00,2013-01-06,MQ,589,3985
19:45:00,2013-01-06,WN,725,389
19:53:00,2013-01-06,AA,1372,1905
20:00:00,2013-01-06,UA,1569,1163
20:11:00,2013-01-06,B6,301,130
20:13:00,2013-01-06,DL,1020,2019
20:46:00,2013-01-06,EV,277,4131
21:25:00,2013-01-06,AA,2586,177
21:50:00,2013-01-06,AA,733,371
22:19:00,2013-01-06,DL,2475,87
22:33:00,2013-01-06,B6,2465,359
22:41:00,2013-01-06,EV,594,4133
22:56:00,2013-01-06,EV,169,4162
23:05:00,2013-01-06,AA,1096,1709
23:31:00,2013-01-06,B6,1069,47
00:03:00,2013-01-07,B6,187,1018
00:18:00,2013-01-07,B6,2248,199
06:58:00,2013-01-07,US,94,255
07:11:00,2013-01-07,EV,725,4708
08:46:00,2013-01-07,UA,733,550
09:19:00,2013-01-07,AA,1389,711
09:55:00,2013-01-07,EV,277,4409
10:27:00,2013-01-07,MQ,419,4558
11:07:00,2013-01-07,EV,228,5711
11:16:00,2013-01-07,UA,937,1117
12:34:00,2013-01-07,DL,746,2343
12:48:00,2013-01-07,DL,762,1847
15:38:00,2013-01-07,AA,1389,743
16:25:00,2013-01-07,EV,799,4171
16:34:00,2013-01-07,B6,1035,1161
17:00:00,2013-01-07,AA,1372,1853
18:38:00,2013-01-07,B6,266,74
18:46:00,2013-01-07,DL,963,1473
19:00:00,2013-01-07,EV,319,4480
19:08:00,2013-01-07,WN,169,808
19:12:00,2013-01-07,UA,1400,1178
19:48:00,2013-01-07,AA,1069,1039
21:08:00,2013-01-07,9E,425,3899
21:17:00,2013-01-07,EV,725,4224
21:37:00,2013-01-07,AA,1096,1611
22:27:00,2013-01-07,DL,1990,6
22:37:00,2013-01-07,MQ,544,4584
23:06:00,2013-01-07,UA,1085,890
00:29:00,2013-01-08,DL,2475,2363
01:09:00,2013-01-08,UA,1585,1071
02:46:00,2013-01-08,B6,1598,713
10:26:00,2013-01-08,AA,1389,715
10:27:00,2013-01-08,WN,1411,3483
10:29:00,2013-01-08,UA,1620,429
10:43:00,2013-01-08,B6,937,517
10:55:00,2013-01-08,DL,2248,1429
11:10:00,2013-01-08,B6,273,600
11:16:00,2013-01-08,UA,2586,397
11:58:00,2013-01-08,MQ,213,3792
13:53:00,2013-01-08,EV,1092,4298
17:07:00,2013-01-08,9E,292,3719
17:56:00,2013-01-08,MQ,213,4410
18:19:00,2013-01-08,AA,1096,1925
20:06:00,2013-01-08,F9,1620,837
20:46:00,2013-01-08,UA,1605,612
22:40:00,2013-01-08,AA,1005,1787
23:34:00,2013-01-08,VX,2475,415
06:42:00,2013-01-09,US,94,1833
06:52:00,2013-01-09,US,214,2161
07:52:00,2013-01-09,AA,733,301
08:14:00,2013-01-09,DL,1020,1919
08:59:00,2013-01-09,MQ,719,3737
09:37:00,2013-01-09,UA,1416,1410
10:31:00,2013-01-09,AA,1389,715
12:39:00,2013-01-09,UA,1400,80
13:00:00,2013-01-09,WN,169,477
15:04:00,2013-01-09,B6,1428,625
16:38:00,2013-01-09,EV,284,3267
16:45:00,2013-01-09,AA,1096,1073
16:52:00,2013-01-09,MQ,340,4333
18:10:00,2013-01-09,EV,416,4485
19:19:00,2013-01-09,DL,2248,91
19:29:00,2013-01-09,AA,2586,85
19:39:00,2013-01-09,US,2153,35
20:17:00,2013-01-09,F9,1620,837
20:34:00,2013-01-09,DL,2475,127
21:03:00,2013-01-09,DL,187,402
21:11:00,2013-01-09,DL,746,926
21:15:00,2013-01-09,FL,762,645
21:22:00,2013-01-09,UA,2586,512
21:23:00,2013-01-09,UA,2133,979
21:53:00,2013-01-09,AA,2475,21
23:26:00,2013-01-09,DL,1990,6
08:58:00,2013-01-10,AA,1096,1837
09:20:00,2013-01-10,B6,1010,983
10:04:00,2013-01-10,US,184,2120
10:06:00,2013-01-10,AA,2475,33
10:18:00,2013-01-10,B6,937,517
10:53:00,2013-01-10,B6,427,1103
10:56:00,2013-01-10,DL,502,181
11:31:00,2013-01-10,WN,2133,1558
11:55:00,2013-01-10,UA,200,570
12:31:00,2013-01-10,DL,963,1573
13:20:00,2013-01-10,EV,628,4269
14:49:00,2013-01-10,B6,2475,673
15:29:00,2013-01-10,UA,1372,1612
15:45:00,2013-01-10,EV,628,4370
16:29:00,2013-01-10,FL,762,349
16:33:00,2013-01-10,MQ,1020,4588
18:08:00,2013-01-10,EV,199,4299
18:53:00,2013-01-10,UA,2227,1550
19:16:00,2013-01-10,US,214,2185
19:43:00,2013-01-10,UA,719,1139
20:02:00,2013-01-10,UA,937,1109
20:13:00,2013-01-10,DL,2446,503
20:17:00,2013-01-10,DL,1020,2019
21:02:00,2013-01-10,UA,1605,612
22:01:00,2013-01-10,B6,187,1020
22:50:00,2013-01-10,EV,266,4162
08:45:00,2013-01-11,B6,228,1305
09:11:00,2013-01-11,EV,266,4233
09:38:00,2013-01-11,EV,488,4246
10:11:00,2013-01-11,EV,1134,4393
11:10:00,2013-01-11,B6,2586,643
11:52:00,2013-01-11,DL,950,1885
13:31:00,2013-01-11,DL,1020,2219
14:49:00,2013-01-11,DL,1076,930
15:40:00,2013-01-11,MQ,544,4577
16:19:00,2013-01-11,B6,828,615
16:34:00,2013-01-11,AA,1096,1073
17:39:00,2013-01-11,MQ,719,3695
19:33:00,2013-01-11,US,529,449
20:24:00,2013-01-11,DL,762,1047
08:28:00,2013-01-12,FL,762,345
08:53:00,2013-01-12,B6,1074,135
09:23:00,2013-01-12,EV,209,4696
10:20:00,2013-01-12,EV,1008,4498
10:33:00,2013-01-12,DL,1010,1109
10:44:00,2013-01-12,9E,264,3661
11:46:00,2013-01-12,UA,1795,486
11:47:00,2013-01-12,WN,2133,851
12:06:00,2013-01-12,US,529,1036
14:03:00,2013-01-12,DL,944,695
15:46:00,2013-01-12,B6,1069,85
16:31:00,2013-01-12,US,544,1250
17:23:00,2013-01-12,UA,1085,1579
17:46:00,2013-01-12,DL,2586,2126
17:54:00,2013-01-12,EV,1008,4667
18:49:00,2013-01-12,UA,2475,243
19:17:00,2013-01-12,DL,1990,1773
19:53:00,2013-01-12,VX,2475,413
20:10:00,2013-01-12,UA,2454,1600
20:14:00,2013-01-12,UA,1023,1730
20:31:00,2013-01-12,9E,228,4127
20:47:00,2013-01-12,9E,740,3525
20:49:00,2013-01-12,EV,143,4309
21:41:00,2013-01-12,FL,397,354
00:14:00,2013-01-13,B6,2576,91
08:01:00,2013-01-13,DL,1020,1919
10:26:00,2013-01-13,9E,427,4220
11:42:00,2013-01-13,WN,1605,3494
11:54:00,2013-01-13,US,544,1277
12:30:00,2013-01-13,UA,2454,1669
14:34:00,2013-01-13,EV,533,4640
15:58:00,2013-01-13,WN,1411,2239
16:54:00,2013-01-13,EV,872,4596
17:16:00,2013-01-13,AA,888,2223
17:32:00,2013-01-13,UA,2586,560
17:43:00,2013-01-13,US,529,720
18:04:00,2013-01-13,EV,569,4352
18:30:00,2013-01-13,DL,2475,963
19:19:00,2013-01-13,DL,2248,91
19:22:00,2013-01-13,DL,1074,1508
19:46:00,2013-01-13,AA,2248,257
20:14:00,2013-01-13,MQ,479,4626
22:29:00,2013-01-13,DL,944,2159
23:04:00,2013-01-13,EV,605,4227
00:32:00,2013-01-14,B6,1065,515
06:57:00,2013-01-14,EV,212,4201
08:27:00,2013-01-14,DL,762,461
09:34:00,2013-01-14,B6,1010,983
11:54:00,2013-01-14,EV,1092,4364
13:42:00,2013-01-14,B6,301,66
14:19:00,2013-01-14,MQ,1020,4646
14:44:00,2013-01-14,EV,645,4250
15:45:00,2013-01-14,DL,950,1685
15:55:00,2013-01-14,US,184,2132
18:16:00,2013-01-14,UA,1504,750
19:33:00,2013-01-14,EV,746,4705
20:12:00,2013-01-14,UA,937,1109
20:20:00,2013-01-14,EV,488,5203
20:26:00,2013-01-14,UA,2586,512
20:41:00,2013-01-14,UA,2565,1178
20:51:00,2013-01-14,DL,2475,127
21:17:00,2013-01-14,DL,1089,2190
21:19:00,2013-01-14,AA,187,1762
21:42:00,2013-01-14,EV,569,4536
22:11:00,2013-01-14,EV,594,4133
07:19:00,2013-01-15,WN,169,3127
10:04:00,2013-01-15,9E,427,4220
12:46:00,2013-01-15,9E,187,3483
13:40:00,2013-01-15,AA,2586,179
13:41:00,2013-01-15,9E,94,3638
15:01:00,2013-01-15,EV,872,4628
17:36:00,2013-01-15,UA,1068,1175
17:37:00,2013-01-15,9E,740,3523
17:48:00,2013-01-15,AA,1096,1073
17:49:00,2013-01-15,B6,1598,705
18:01:00,2013-01-15,UA,200,1064
19:42:00,2013-01-15,DL,746,2042
20:03:00,2013-01-15,B6,1065,509
20:04:00,2013-01-15,UA,1400,592
21:29:00,2013-01-15,UA,2133,594
22:22:00,2013-01-15,DL,2153,1345
23:05:00,2013-01-15,EV,820,4645
00:38:00,2013-01-16,9E,541,3798
07:30:00,2013-01-16,US,529,1117
08:18:00,2013-01-16,DL,502,731
09:51:00,2013-01-16,MQ,1020,4599
11:34:00,2013-01-16,EV,228,5711
12:23:00,2013-01-16,B6,1521,1061
13:02:00,2013-01-16,UA,997,430
13:12:00,2013-01-16,DL,1020,2319
13:13:00,2013-01-16,AA,1623,655
14:17:00,2013-01-16,B6,2586,641
14:45:00,2013-01-16,DL,1020,2219
15:08:00,2013-01-16,US,214,2177
15:58:00,2013-01-16,UA,2133,1227
17:20:00,2013-01-16,DL,1107,1344
17:33:00,2013-01-16,EV,725,4581
18:35:00,2013-01-16,DL,950,2377
20:12:00,2013-01-16,WN,725,389
20:42:00,2013-01-16,DL,502,2131
21:05:00,2013-01-16,B6,2248,711
22:25:00,2013-01-16,UA,2434,593
23:18:00,2013-01-16,B6,1005,21
07:40:00,2013-01-17,WN,711,3839
10:01:00,2013-01-17,UA,2565,421
10:19:00,2013-01-17,MQ,479,4490
10:31:00,2013-01-17,B6,1080,1601
11:01:00,2013-01-17,DL,1069,1271
11:12:00,2013-01-17,DL,2248,1429
11:20:00,2013-01-17,EV,277,4409
11:27:00,2013-01-17,EV,228,5711
11:36:00,2013-01-17,B6,2446,181
11:56:00,2013-01-17,B6,1005,59
12:15:00,2013-01-17,EV,746,4140
12:29:00,2013-01-17,EV,335,5273
12:55:00,2013-01-17,EV,284,4349
13:32:00,2013-01-17,US,2153,450
13:34:00,2013-01-17,B6,301,66
14:18:00,2013-01-17,DL,944,695
14:43:00,2013-01-17,DL,1035,1174
16:49:00,2013-01-17,EV,488,4381
16:52:00,2013-01-17,MQ,479,4429
19:35:00,2013-01-17,MQ,184,3944
19:49:00,2013-01-17,US,2133,656
19:50:00,2013-01-17,B6,2465,359
20:08:00,2013-01-17,UA,4963,15
21:18:00,2013-01-17,US,544,1491
21:24:00,2013-01-17,AA,2454,119
21:27:00,2013-01-17,9E,425,3899
21:33:00,2013-01-17,EV,1092,4397
21:55:00,2013-01-17,FL,397,354
22:24:00,2013-01-17,MQ,427,4423
22:47:00,2013-01-17,EV,1215,4333
23:40:00,2013-01-17,EV,445,4106
06:39:00,2013-01-18,B6,200,380
09:01:00,2013-01-18,MQ,762,4650
10:11:00,2013-01-18,EV,550,4652
11:16:00,2013-01-18,DL,762,1747
11:29:00,2013-01-18,US,544,1429
12:34:00,2013-01-18,DL,1076,2379
14:29:00,2013-01-18,UA,2402,499
15:38:00,2013-01-18,MQ,544,4577
16:21:00,2013-01-18,MQ,1020,4588
16:43:00,2013-01-18,DL,502,1231
17:31:00,2013-01-18,MQ,483,4146
18:30:00,2013-01-18,DL,2475,963
20:33:00,2013-01-18,9E,228,4127
20:51:00,2013-01-18,DL,1969,1185
21:38:00,2013-01-18,AA,2422,269
22:01:00,2013-01-18,DL,1005,2391
22:26:00,2013-01-18,UA,2133,594
22:54:00,2013-01-18,UA,937,647
23:39:00,2013-01-18,B6,1626,97
00:39:00,2013-01-19,B6,1065,515
04:56:00,2013-01-19,B6,1576,727
08:35:00,2013-01-19,MQ,719,3737
09:15:00,2013-01-19,UA,2586,303
09:49:00,2013-01-19,UA,2133,470
10:39:00,2013-01-19,9E,94,3667
10:45:00,2013-01-19,UA,2586,799
12:41:00,2013-01-19,DL,950,1885
14:50:00,2013-01-19,AA,1085,1623
15:47:00,2013-01-19,UA,404,1285
15:58:00,2013-01-19,UA,1023,628
16:22:00,2013-01-19,B6,1065,505
19:02:00,2013-01-19,UA,937,501
19:46:00,2013-01-19,B6,2465,359
21:45:00,2013-01-19,9E,213,3395
01:18:00,2013-01-20,EV,642,3819
09:28:00,2013-01-20,B6,1005,71
09:35:00,2013-01-20,B6,340,1051
09:54:00,2013-01-20,AA,733,313
13:36:00,2013-01-20,MQ,719,3697
14:09:00,2013-01-20,UA,1068,952
14:15:00,2013-01-20,DL,944,695
15:20:00,2013-01-20,UA,1085,782
17:04:00,2013-01-20,MQ,762,4669
19:42:00,2013-01-20,MQ,764,4484
21:01:00,2013-01-20,US,544,1491
21:03:00,2013-01-20,EV,1092,4397
22:17:00,2013-01-20,DL,1010,1435
00:10:00,2013-01-21,B6,937,529
00:54:00,2013-01-21,B6,1065,515
09:44:00,2013-01-21,AA,944,1815
10:03:00,2013-01-21,AA,1096,2279
12:00:00,2013-01-21,EV,746,4140
13:32:00,2013-01-21,UA,2402,499
13:39:00,2013-01-21,B6,2586,641
13:42:00,2013-01-21,EV,229,5736
13:54:00,2013-01-21,B6,944,31
15:26:00,2013-01-21,UA,719,1734
17:26:00,2013-01-21,EV,199,4299
20:15:00,2013-01-21,UA,937,1109
20:59:00,2013-01-21,UA,1372,1221
21:01:00,2013-01-21,EV,872,4202
21:33:00,2013-01-21,AA,2454,119
22:12:00,2013-01-21,DL,1183,1715
22:24:00,2013-01-21,EV,628,4532
06:49:00,2013-01-22,US,214,2161
09:00:00,2013-01-22,EV,195,4392
09:12:00,2013-01-22,B6,1076,371
10:13:00,2013-01-22,B6,950,389
10:17:00,2013-01-22,B6,541,219
11:25:00,2013-01-22,EV,488,4500
11:56:00,2013-01-22,EV,282,4240
13:46:00,2013-01-22,US,184,2128
14:20:00,2013-01-22,UA,1023,1143
14:28:00,2013-01-22,B6,1608,215
14:32:00,2013-01-22,UA,2475,703
15:28:00,2013-01-22,UA,2565,583
16:25:00,2013-01-22,VX,2475,411
16:40:00,2013-01-22,MQ,425,4172
17:15:00,2013-01-22,9E,184,3635
19:10:00,2013-01-22,MQ,431,4479
19:19:00,2013-01-22,US,214,2185
19:34:00,2013-01-22,B6,427,1111
19:41:00,2013-01-22,EV,872,4202
19:48:00,2013-01-22,UA,404,1053
20:34:00,2013-01-22,UA,1416,1259
21:20:00,2013-01-22,DL,502,2131
21:40:00,2013-01-22,UA,200,1243
21:44:00,2013-01-22,9E,213,3395
22:00:00,2013-01-22,UA,2434,1593
22:16:00,2013-01-22,EV,748,4702
22:21:00,2013-01-22,AA,733,371
23:52:00,2013-01-22,EV,169,4519
00:05:00,2013-01-23,B6,301,112
00:25:00,2013-01-23,DL,2475,2363
04:37:00,2013-01-23,B6,1576,727
09:36:00,2013-01-23,9E,184,4051
09:54:00,2013-01-23,9E,301,3317
11:19:00,2013-01-23,WN,764,469
11:53:00,2013-01-23,UA,1416,238
12:15:00,2013-01-23,MQ,431,4471
12:35:00,2013-01-23,9E,618,3961
12:59:00,2013-01-23,FL,762,347
13:22:00,2013-01-23,B6,1598,717
14:44:00,2013-01-23,DL,762,1947
14:47:00,2013-01-23,DL,502,1131
15:08:00,2013-01-23,9E,569,3762
16:04:00,2013-01-23,UA,1400,1250
16:49:00,2013-01-23,EV,799,4171
17:16:00,2013-01-23,DL,1076,2079
17:24:00,2013-01-23,EV,872,4628
17:26:00,2013-01-23,UA,1068,1175
20:11:00,2013-01-23,B6,301,130
20:50:00,2013-01-23,DL,2586,31
20:51:00,2013-01-23,MQ,431,4569
21:19:00,2013-01-23,AA,2586,177
22:12:00,2013-01-23,DL,950,1485
22:37:00,2013-01-23,US,214,2191
22:47:00,2013-01-23,UA,1569,1078
23:40:00,2013-01-23,B6,209,22
00:14:00,2013-01-24,B6,1069,11
08:03:00,2013-01-24,US,541,1791
09:12:00,2013-01-24,WN,725,3935
09:25:00,2013-01-24,UA,1372,719
10:22:00,2013-01-24,FL,762,346
10:34:00,2013-01-24,DL,2586,1865
10:49:00,2013-01-24,EV,488,4383
11:02:00,2013-01-24,EV,1131,4376
12:34:00,2013-01-24,DL,762,1847
13:03:00,2013-01-24,UA,1726,1597
13:31:00,2013-01-24,US,2153,450
15:42:00,2013-01-24,DL,760,2043
16:35:00,2013-01-24,DL,746,935
16:48:00,2013-01-24,US,529,720
16:56:00,2013-01-24,VX,2475,411
16:58:00,2013-01-24,AA,1372,883
17:07:00,2013-01-24,9E,264,4178
17:17:00,2013-01-24,9E,740,3523
17:42:00,2013-01-24,B6,200,1176
19:05:00,2013-01-24,DL,1626,1331
20:34:00,2013-01-24,DL,502,2331
21:10:00,2013-01-24,AA,1089,543
21:31:00,2013-01-24,EV,533,4092
22:13:00,2013-01-24,UA,2133,594
22:53:00,2013-01-24,EV,569,4536
22:54:00,2013-01-24,UA,2227,812
22:55:00,2013-01-24,WN,725,530
23:40:00,2013-01-24,EV,199,4088
00:18:00,2013-01-25,EV,594,4133
07:39:00,2013-01-25,EV,725,4708
08:20:00,2013-01-25,UA,1416,479
08:36:00,2013-01-25,EV,463,4334
08:37:00,2013-01-25,MQ,762,4650
09:14:00,2013-01-25,EV,266,4233
09:55:00,2013-01-25,EV,488,4246
10:00:00,2013-01-25,UA,1372,719
10:12:00,2013-01-25,US,214,2167
10:35:00,2013-01-25,UA,2133,849
13:02:00,2013-01-25,US,214,2173
13:23:00,2013-01-25,B6,2248,197
14:09:00,2013-01-25,MQ,719,3697
15:05:00,2013-01-25,EV,799,4171
17:10:00,2013-01-25,B6,1428,625
17:28:00,2013-01-25,UA,1620,745
19:59:00,2013-01-25,B6,950,393
21:23:00,2013-01-25,9E,488,3716
21:53:00,2013-01-25,UA,1372,1221
21:59:00,2013-01-25,B6,228,1307
23:19:00,2013-01-25,UA,997,754
23:56:00,2013-01-25,VX,2475,415
08:02:00,2013-01-26,B6,187,1002
08:36:00,2013-01-26,DL,762,461
09:01:00,2013-01-26,EV,645,4707
09:08:00,2013-01-26,B6,200,1172
09:46:00,2013-01-26,B6,1005,71
09:56:00,2013-01-26,9E,213,3405
10:32:00,2013-01-26,B6,1041,341
11:10:00,2013-01-26,EV,550,4604
14:11:00,2013-01-26,UA,719,72
16:09:00,2013-01-26,EV,419,3854
16:39:00,2013-01-26,WN,888,61
17:55:00,2013-01-26,UA,719,325
17:58:00,2013-01-26,EV,1008,4667
19:31:00,2013-01-26,AA,2586,85
20:20:00,2013-01-26,B6,950,391
21:34:00,2013-01-26,9E,425,3899
22:48:00,2013-01-26,DL,2586,1465
23:43:00,2013-01-26,B6,950,399
09:30:00,2013-01-27,B6,950,389
10:58:00,2013-01-27,F9,1620,835
12:55:00,2013-01-27,MQ,764,4601
13:38:00,2013-01-27,US,2153,338
14:58:00,2013-01-27,AA,1389,743
17:42:00,2013-01-27,DL,762,2347
17:43:00,2013-01-27,US,544,1665
18:08:00,2013-01-27,MQ,213,4410
19:51:00,2013-01-27,B6,301,130
20:10:00,2013-01-27,MQ,1147,4413
20:15:00,2013-01-27,B6,2446,185
21:27:00,2013-01-27,B6,2465,217
21:59:00,2013-01-27,9E,541,3798
22:01:00,2013-01-27,EV,594,4133
23:40:00,2013-01-27,AA,1598,1613
00:52:00,2013-01-28,AA,2475,185
07:41:00,2013-01-28,B6,187,1002
10:30:00,2013-01-28,B6,1598,709
10:34:00,2013-01-28,AA,1389,715
11:38:00,2013-01-28,EV,1092,4364
12:14:00,2013-01-28,EV,725,4694
13:22:00,2013-01-28,UA,1400,406
13:26:00,2013-01-28,FL,397,353
13:45:00,2013-01-28,MQ,719,3697
14:53:00,2013-01-28,EV,212,4231
15:18:00,2013-01-28,WN,725,348
15:56:00,2013-01-28,MQ,213,3792
19:21:00,2013-01-28,EV,488,4382
20:15:00,2013-01-28,EV,228,5714
20:20:00,2013-01-28,B6,950,391
21:24:00,2013-01-28,DL,1598,329
22:16:00,2013-01-28,VX,2586,29
22:32:00,2013-01-28,DL,1096,2139
22:50:00,2013-01-28,B6,1990,87
07:07:00,2013-01-29,EV,212,4201
07:39:00,2013-01-29,EV,199,4241
10:09:00,2013-01-29,UA,2227,1485
10:48:00,2013-01-29,B6,273,600
10:58:00,2013-01-29,B6,1069,17
11:40:00,2013-01-29,UA,1416,1405
11:54:00,2013-01-29,B6,1521,1061
13:14:00,2013-01-29,AA,2475,19
13:40:00,2013-01-29,UA,1605,63
16:19:00,2013-01-29,EV,1008,5164
16:41:00,2013-01-29,EV,416,4634
17:37:00,2013-01-29,EV,569,4352
17:53:00,2013-01-29,MQ,764,4622
18:14:00,2013-01-29,B6,950,393
18:25:00,2013-01-29,MQ,213,4410
18:56:00,2013-01-29,AA,2475,133
19:29:00,2013-01-29,EV,284,4520
20:55:00,2013-01-29,AA,733,353
21:36:00,2013-01-29,9E,425,3899
22:08:00,2013-01-29,DL,950,1485
00:50:00,2013-01-30,EV,1215,4333
00:51:00,2013-01-30,B6,301,112
06:43:00,2013-01-30,US,529,1117
08:56:00,2013-01-30,B6,209,44
08:56:00,2013-01-30,MQ,719,3737
10:05:00,2013-01-30,B6,541,219
10:30:00,2013-01-30,EV,872,4099
10:41:00,2013-01-30,UA,733,544
11:02:00,2013-01-30,MQ,762,4610
12:22:00,2013-01-30,EV,195,4392
13:17:00,2013-01-30,B6,944,31
13:49:00,2013-01-30,US,2133,75
14:39:00,2013-01-30,B6,1608,215
15:27:00,2013-01-30,EV,645,4445
16:49:00,2013-01-30,UA,733,685
17:29:00,2013-01-30,DL,1076,2079
20:56:00,2013-01-30,US,214,2187
21:19:00,2013-01-30,AA,2422,269
22:18:00,2013-01-30,DL,2475,87
23:40:00,2013-01-30,UA,997,1637
12:17:00,2013-01-31,9E,618,3961
13:52:00,2013-01-31,MQ,431,4431
13:56:00,2013-01-31,DL,1990,1275
16:33:00,2013-01-31,B6,1069,85
16:46:00,2013-01-31,B6,209,12
16:54:00,2013-01-31,UA,719,1702
17:26:00,2013-01-31,UA,1023,1715
17:53:00,2013-01-31,AA,1389,753
19:02:00,2013-01-31,9E,569,4027
21:13:00,2013-01-31,UA,1605,612
23:25:00,2013-01-31,9E,427,3373
08:56:00,2013-02-01,DL,502,831
09:43:00,2013-02-01,9E,184,4051
09:43:00,2013-02-01,B6,340,1051
10:13:00,2013-02-01,MQ,427,4406
10:23:00,2013-02-01,UA,1416,10
10:24:00,2013-02-01,MQ,419,4558
10:40:00,2013-02-01,UA,2586,799
10:45:00,2013-02-01,9E,509,3353
10:51:00,2013-02-01,B6,1598,709
11:47:00,2013-02-01,AA,1389,717
12:02:00,2013-02-01,US,214,2171
13:01:00,2013-02-01,EV,284,4349
13:06:00,2013-02-01,B6,1598,717
13:27:00,2013-02-01,B6,301,66
13:35:00,2013-02-01,MQ,762,4654
14:28:00,2013-02-01,DL,762,1947
14:37:00,2013-02-01,B6,2475,673
15:35:00,2013-02-01,UA,2565,345
15:47:00,2013-02-01,9E,187,3452
15:58:00,2013-02-01,DL,950,1685
16:55:00,2013-02-01,DL,1076,2079
17:12:00,2013-02-01,B6,828,615
17:18:00,2013-02-01,EV,199,4299
17:35:00,2013-02-01,MQ,483,4146
18:27:00,2013-02-01,EV,533,4092
18:40:00,2013-02-01,DL,1626,1331
