flight_number,airline,passengers,arrival_date,arrival_time
2099,AA,1096,20130118,19000101141700
74,B6,266,20130118,19000101183400
4517,MQ,444,20130118,19000101203000
791,AA,1389,20130118,19000101221700
623,FL,762,20130119,19000101194200
3373,9E,427,20130119,19000101211300
3783,MQ,483,20130120,19000101214400
1020,B6,187,20130120,19000101214700
399,VX,2475,20130121,19000101102300
31,B6,944,20130121,19000101135400
1120,UA,2565,20130121,19000101142300
935,DL,746,20130121,19000101164100
1819,DL,1020,20130121,19000101171400
675,B6,2475,20130121,19000101193200
1292,UA,1065,20130122,19000101213800
4241,EV,199,20130123,19000101085200
4140,EV,746,20130123,19000101121300
24,B6,266,20130123,19000101121800
4589,MQ,502,20130123,19000101122900
1600,UA,2454,20130123,19000101182200
141,B6,1028,20130123,19000101183900
4214,EV,1008,20130124,19000101103000
1600,UA,2454,20130124,19000101182300
3405,9E,213,20130125,19000101094200
1051,B6,340,20130125,19000101110700
431,B6,1047,20130125,19000101163100
664,UA,1605,20130126,19000101172200
1073,AA,1096,20130127,19000101164200
145,WN,872,20130128,19000101144300
745,AA,1389,20130128,19000101155100
691,UA,733,20130128,19000101191700
1637,UA,997,20130128,19000101200200
1185,DL,1969,20130128,19000101203600
3320,9E,301,20130128,19000101215700
1020,B6,187,20130128,19000101215800
1847,DL,762,20130129,19000101122800
1307,B6,228,20130129,19000101185700
863,DL,2475,20130130,19000101151000
3325,9E,1391,20130131,19000101193700
812,UA,2227,20130131,19000101223500
863,DL,2475,20130201,19000101151400
4333,MQ,340,20130201,19000101163600
4172,MQ,425,20130201,19000101170900
717,B6,1598,20130202,19000101125600
1172,B6,200,20130203,19000101090800
371,AA,733,20130203,19000101223600
1733,US,544,20130204,19000101093600
3667,9E,94,20130204,19000101104700
643,B6,2586,20130204,19000101111900
4264,EV,266,20130204,19000101124400
2253,AA,1096,20130204,19000101154800
185,B6,2446,20130204,19000101193800
313,AA,733,20130205,19000101100500
1429,DL,2248,20130205,19000101110600
22,B6,209,20130206,19000101010200
346,FL,762,20130206,19000101102000
337,AA,733,20130206,19000101164700
9,B6,944,20130207,19000101203600
119,B6,1182,20130209,19000101175400
985,B6,1010,20130209,19000101184700
530,WN,725,20130210,19000101223300
4534,MQ,1147,20130211,19000101100000
1018,UA,1400,20130212,19000101083700
4447,MQ,431,20130212,19000101164100
3,AA,2475,20130213,19000101145300
523,UA,1400,20130214,19000101224000
21,AA,2475,20130214,19000101225000
3830,EV,266,20130215,19000101153500
537,B6,997,20130215,19000101181800
763,AA,1389,20130215,19000101184100
4092,EV,533,20130215,19000101190900
4649,MQ,1020,20130215,19000101202800
1485,DL,950,20130216,19000101222000
1275,DL,1990,20130217,19000101135900
3325,9E,1391,20130217,19000101190900
97,B6,1626,20130218,19000101002100
4485,MQ,479,20130218,19000101130400
1895,US,529,20130218,19000101145500
713,B6,1598,20130219,19000101031600
477,UA,200,20130219,19000101074800
1713,US,544,20130219,19000101094800
2003,DL,1096,20130220,19000101100000
1629,UA,937,20130220,19000101110900
3792,MQ,213,20130220,19000101120300
1023,DL,1010,20130221,19000101111600
1871,AA,1096,20130221,19000101130300
431,B6,1047,20130221,19000101165400
1109,UA,937,20130221,19000101200900
173,B6,2569,20130221,19000101214100
4662,MQ,762,20130221,19000101225200
1211,UA,1416,20130222,19000101135200
315,DL,1598,20130222,19000101174000
1004,B6,187,20130223,19000101104800
4406,MQ,427,20130223,19000101111600
1307,B6,228,20130224,19000101211900
359,AA,733,20130224,19000101212200
3523,9E,740,20130225,19000101170300
1790,AA,187,20130225,19000101180500
325,B6,1005,20130226,19000101011600
3587,WN,738,20130226,19000101111500
1783,B6,944,20130226,19000101170000
3775,YV,229,20130226,19000101171200
373,US,541,20130226,19000101200800
4357,EV,569,20130227,19000101114300
4107,EV,820,20130227,19000101135300
1235,DL,335,20130227,19000101202900
4051,9E,184,20130228,19000101092200
611,B6,828,20130228,19000101110600
692,UA,1400,20130228,19000101114900
1573,DL,963,20130228,19000101130600
388,UA,1400,20130228,19000101172900
1023,DL,1010,20130301,19000101113000
3289,9E,187,20130301,19000101125600
4326,EV,529,20130301,19000101171100
2383,DL,509,20130301,19000101180500
2019,DL,1020,20130301,19000101200000
739,B6,1617,20130302,19000101060500
2219,DL,1020,20130302,19000101131600
1875,DL,1010,20130302,19000101140900
935,DL,746,20130302,19000101163600
985,B6,1010,20130302,19000101191000
696,UA,937,20130302,19000101232600
1664,WN,711,20130303,19000101071900
309,AA,733,20130303,19000101085700
128,B6,266,20130304,19000101001900
348,FL,762,20130305,19000101154200
208,B6,301,20130306,19000101070700
1573,DL,963,20130306,19000101123300
1139,UA,404,20130306,19000101231300
216,UA,2133,20130307,19000101094200
1431,UA,1372,20130308,19000101090900
4676,EV,605,20130308,19000101112100
5711,EV,228,20130308,19000101163300
141,B6,1028,20130308,19000101182600
371,AA,733,20130308,19000101230400
3739,9E,94,20130309,19000101104900
3267,EV,266,20130309,19000101131900
413,VX,2475,20130309,19000101194500
1233,UA,733,20130310,19000101113100
2219,DL,1020,20130310,19000101132700
1375,DL,1990,20130310,19000101151500
1231,DL,502,20130311,19000101165100
1705,DL,1183,20130311,19000101182500
1473,DL,963,20130311,19000101182700
3542,9E,1029,20130311,19000101200500
73,UA,2565,20130313,19000101140800
3523,9E,740,20130314,19000101193300
3872,WN,711,20130314,19000101194600
117,AA,2475,20130315,19000101171100
3437,9E,745,20130315,19000101181200
415,VX,2475,20130315,19000101231700
371,B6,1076,20130316,19000101084000
914,DL,1620,20130317,19000101110700
1647,DL,762,20130317,19000101134800
1791,WN,872,20130317,19000101135700
2132,US,184,20130318,19000101161200
2120,US,184,20130319,19000101112700
4155,EV,116,20130319,19000101153100
431,B6,1047,20130319,19000101174200
4525,MQ,1147,20130319,19000101192800
806,FL,762,20130319,19000101221600
1375,DL,1990,20130320,19000101152000
1177,UA,719,20130320,19000101182000
4490,WN,888,20130320,19000101183000
2285,DL,950,20130321,19000101095800
4691,EV,533,20130321,19000101100900
201,B6,1069,20130321,19000101101500
4689,EV,1092,20130321,19000101120300
1,B6,1069,20130321,19000101140700
3209,WN,1620,20130322,19000101145300
6180,EV,212,20130322,19000101154200
185,B6,2446,20130322,19000101201800
15,B6,1069,20130322,19000101213100
128,B6,266,20130323,19000101003600
4144,EV,1167,20130323,19000101111500
3822,EV,212,20130323,19000101165000
985,DL,187,20130323,19000101214500
2391,DL,1005,20130323,19000101230800
21,AS,2402,20130324,19000101101100
1466,UA,2454,20130324,19000101224800
2144,US,184,20130324,19000101225500
108,B6,301,20130325,19000101104300
1035,WN,1411,20130326,19000101195500
4532,EV,628,20130327,19000101093900
1214,UA,1416,20130327,19000101101900
1109,DL,1010,20130327,19000101111700
1143,UA,1023,20130327,19000101134500
1,B6,1069,20130327,19000101141800
4171,EV,799,20130327,19000101151200
1233,UA,1400,20130327,19000101175500
95,DL,760,20130327,19000101180300
4600,EV,946,20130328,19000101100400
2126,US,184,20130328,19000101130700
1443,US,541,20130328,19000101133500
3810,EV,820,20130328,19000101173300
4410,MQ,213,20130328,19000101182700
1143,UA,1023,20130329,19000101135400
4373,EV,199,20130329,19000101183200
108,B6,301,20130330,19000101104600
4443,EV,872,20130330,19000101110800
3483,9E,187,20130330,19000101124400
6,DL,1990,20130330,19000101220000
715,AA,1389,20130401,19000101101600
4582,MQ,544,20130401,19000101112800
3,AA,2475,20130401,19000101150300
2075,AA,1372,20130401,19000101222800
4241,EV,199,20130402,19000101073900
1813,AA,944,20130402,19000101181500
629,B6,1428,20130403,19000101005500
535,UA,2475,20130403,19000101214500
5670,EV,169,20130403,19000101225800
19,AA,2475,20130404,19000101130000
145,AA,2446,20130404,19000101201300
883,B6,944,20130405,19000101124300
1177,UA,404,20130405,19000101155700
4250,EV,282,20130406,19000101150600
1771,DL,509,20130407,19000101184800
3443,9E,1113,20130407,19000101210400
288,UA,1372,20130408,19000101110300
1003,UA,937,20130408,19000101122400
1445,US,544,20130408,19000101163400
143,B6,1028,20130408,19000101191200
4352,EV,569,20130408,19000101211400
2285,DL,950,20130410,19000101100000
407,VX,2475,20130410,19000101115200
1623,UA,937,20130410,19000101121400
4577,MQ,544,20130410,19000101155700
1680,UA,719,20130410,19000101200000
987,UA,2454,20130411,19000101085600
301,DL,1598,20130411,19000101120300
1607,US,96,20130411,19000101173500
4099,EV,872,20130412,19000101100600
1855,AA,888,20130412,19000101112400
602,UA,1605,20130413,19000101085400
1172,B6,200,20130413,19000101092800
3579,9E,665,20130413,19000101180800
3826,9E,636,20130413,19000101211500
746,UA,937,20130414,19000101091600
3388,9E,509,20130414,19000101094700
4498,EV,645,20130414,19000101125700
346,FL,762,20130415,19000101103700
413,AA,1598,20130416,19000101101600
2267,AA,1096,20130416,19000101104300
1647,DL,762,20130416,19000101132100
3695,MQ,719,20130416,19000101182000
4120,9E,425,20130416,19000101183000
4241,EV,199,20130417,19000101080700
187,VX,2565,20130417,19000101134100
5168,EV,461,20130417,19000101204900
3285,9E,509,20130417,19000101210200
1018,B6,187,20130417,19000101234800
4533,EV,282,20130418,19000101073600
1643,UA,1605,20130418,19000101120700
179,B6,2153,20130418,19000101204100
4414,EV,872,20130419,19000101022800
1626,UA,2425,20130419,19000101114200
1174,DL,1035,20130419,19000101151900
1153,WN,711,20130419,19000101171100
4674,MQ,419,20130420,19000101194900
987,B6,944,20130421,19000101104200
4456,EV,746,20130421,19000101121200
642,UA,2586,20130421,19000101154000
831,DL,502,20130423,19000101091800
1505,B6,1826,20130424,19000101001400
197,B6,2248,20130424,19000101122600
407,VX,2475,20130424,19000101122900
1152,UA,2434,20130424,19000101221100
4543,EV,1017,20130424,19000101232200
446,UA,1023,20130425,19000101093900
935,DL,746,20130425,19000101170100
95,DL,509,20130425,19000101183900
551,UA,200,20130426,19000101073300
1028,UA,1372,20130426,19000101110500
179,AA,2586,20130426,19000101124400
1545,WN,1167,20130426,19000101205600
4605,MQ,431,20130427,19000101150800
705,B6,1598,20130427,19000101164700
1051,DL,1182,20130427,19000101205600
2383,DL,269,20130428,19000101183200
1485,DL,950,20130428,19000101220000
1305,B6,228,20130429,19000101073700
4118,EV,488,20130429,19000101150600
3826,9E,636,20130429,19000101214500
1010,UA,1085,20130429,19000101230600
1038,UA,404,20130430,19000101162900
1643,DL,2422,20130430,19000101220100
4033,9E,647,20130501,19000101221900
1959,DL,944,20130502,19000101110200
4662,EV,416,20130502,19000101112800
1143,US,529,20130502,19000101144800
512,UA,2586,20130503,19000101222400
625,B6,1428,20130504,19000101104500
4373,EV,445,20130504,19000101142400
1685,DL,950,20130504,19000101155100
83,B6,2422,20130504,19000101195700
329,DL,1598,20130504,19000101204800
4141,EV,746,20130505,19000101144300
4411,EV,946,20130505,19000101180100
359,B6,2465,20130505,19000101205300
4485,EV,416,20130506,19000101094400
4634,EV,605,20130506,19000101101600
507,B6,1065,20130506,19000101114400
4459,EV,445,20130506,19000101221700
1493,UA,2454,20130507,19000101132400
985,DL,187,20130507,19000101212100
1231,DL,502,20130508,19000101180300
1629,DL,2248,20130508,19000101222500
4312,EV,199,20130508,19000101224900
4419,EV,1092,20130509,19000101005200
615,B6,828,20130509,19000101172900
133,AA,2475,20130509,19000101182000
413,VX,2475,20130509,19000101203300
217,B6,2465,20130509,19000101210900
4138,EV,569,20130510,19000101113300
1010,WN,1605,20130511,19000101094600
5711,EV,228,20130511,19000101110200
1875,DL,1010,20130511,19000101140400
618,B6,273,20130511,19000101212100
394,UA,2565,20130512,19000101174900
5592,EV,963,20130513,19000101074600
1290,UA,419,20130513,19000101171100
4669,MQ,762,20130513,19000101171900
1731,WN,725,20130513,19000101224900
612,UA,2454,20130513,19000101225700
4150,EV,569,20130514,19000101082800
1871,AA,1096,20130514,19000101125400
1069,B6,1521,20130514,19000101233200
1794,WN,1411,20130515,19000101091000
49,B6,1028,20130515,19000101093800
715,AA,1389,20130515,19000101102300
4672,EV,872,20130515,19000101235500
1172,B6,200,20130516,19000101094300
343,AA,733,20130516,19000101180600
3285,9E,509,20130516,19000101202200
3798,9E,541,20130516,19000101211500
4712,EV,1167,20130517,19000101104900
2245,DL,1008,20130518,19000101093800
4019,9E,288,20130518,19000101195500
22,B6,209,20130519,19000101004500
2,B6,301,20130519,19000101075300
731,AA,1389,20130519,19000101123600
4326,EV,529,20130519,19000101183100
140,US,2133,20130519,19000101185800
61,DL,762,20130519,19000101213500
371,AA,733,20130519,19000101214900
926,DL,746,20130519,19000101221700
3697,MQ,719,20130520,19000101135400
3833,EV,569,20130520,19000101204100
341,B6,1041,20130521,19000101102000
120,DL,2475,20130521,19000101131500
506,UA,1605,20130521,19000101205100
4138,EV,569,20130522,19000101104400
7,AS,2402,20130523,19000101004100
2383,DL,269,20130523,19000101222000
179,B6,2153,20130523,19000101231700
193,VX,2565,20130523,19000101235400
504,WN,711,20130524,19000101201300
6,DL,1990,20130524,19000101225400
4573,MQ,502,20130526,19000101224600
507,F9,1620,20130527,19000101154300
1534,UA,1085,20130527,19000101171400
3962,WN,725,20130528,19000101191800
2370,DL,1035,20130528,19000101211800
1289,US,96,20130529,19000101070100
2170,DL,2153,20130529,19000101101400
1147,DL,762,20130529,19000101225200
4418,MQ,213,20130530,19000101092900
4105,9E,228,20130530,19000101160900
301,B6,1069,20130530,19000101173700
1176,B6,200,20130530,19000101182500
975,DL,335,20130530,19000101205200
30,B6,264,20130530,19000101234300
3809,EV,416,20130531,19000101075000
4679,EV,605,20130531,19000101103800
1085,US,544,20130531,19000101131300
4272,EV,708,20130531,19000101181500
1178,UA,2565,20130531,19000101201500
1111,B6,427,20130601,19000101191600
1516,UA,2454,20130601,19000101222900
1584,UA,2454,20130602,19000101163900
1902,DL,1035,20130602,19000101171100
3985,MQ,589,20130602,19000101200800
1575,UA,2425,20130602,19000101222100
389,B6,950,20130603,19000101090200
998,UA,200,20130603,19000101113900
1519,UA,937,20130603,19000101142000
1471,B6,1076,20130603,19000101142600
1012,B6,187,20130603,19000101181700
10,B6,301,20130603,19000101222500
1229,US,529,20130604,19000101084000
4558,MQ,419,20130604,19000101113500
781,DL,762,20130604,19000101153500
1499,DL,762,20130604,19000101194700
1973,US,529,20130604,19000101205300
451,UA,733,20130605,19000101102600
1,AA,2475,20130605,19000101120100
699,UA,2425,20130605,19000101185200
1178,B6,200,20130605,19000101212500
4087,EV,282,20130605,19000101225800
635,UA,733,20130606,19000101070900
183,DL,2422,20130606,19000101102100
996,UA,2565,20130606,19000101192800
1144,UA,937,20130607,19000101092200
5817,EV,946,20130607,19000101102300
215,B6,1608,20130607,19000101105700
604,B6,273,20130607,19000101140700
1865,DL,2586,20130608,19000101094500
655,AA,1623,20130608,19000101113600
4323,MQ,290,20130608,19000101182900
215,B6,1608,20130609,19000101111600
2099,AA,1096,20130609,19000101144300
4419,EV,1131,20130610,19000101101000
525,UA,1605,20130610,19000101211400
1604,UA,200,20130610,19000101223800
5678,EV,569,20130611,19000101192300
369,B6,1035,20130611,19000101195200
4240,EV,282,20130612,19000101122000
27,VX,2586,20130612,19000101200700
5711,EV,228,20130613,19000101181500
1178,B6,200,20130614,19000101225300
269,AA,2422,20130614,19000101231500
1373,DL,1089,20130614,19000101231700
120,DL,2475,20130615,19000101120200
2383,DL,269,20130615,19000101191900
27,DL,760,20130616,19000101102000
1373,DL,1089,20130616,19000101191000
269,AA,2422,20130617,19000101003700
1682,UA,1065,20130617,19000101005800
2,B6,301,20130617,19000101073900
1429,US,544,20130617,19000101102300
3611,MQ,719,20130617,19000101121700
3678,MQ,719,20130617,19000101145700
542,WN,738,20130617,19000101214400
5806,EV,1134,20130618,19000101123600
145,AA,2446,20130618,19000101205200
3301,MQ,431,20130618,19000101205400
2019,AA,888,20130618,19000101224200
329,AA,733,20130619,19000101141200
1700,UA,2565,20130619,19000101154600
1108,UA,1400,20130619,19000101170000
1543,DL,2422,20130619,19000101204000
753,UA,1372,20130620,19000101100500
3,B6,1598,20130620,19000101105100
5712,EV,228,20130620,19000101153900
1593,UA,2227,20130620,19000101195000
759,UA,719,20130621,19000101074600
4334,EV,463,20130621,19000101083200
1885,DL,950,20130621,19000101114000
161,VX,2454,20130622,19000101115500
759,AA,1389,20130622,19000101171800
3327,WN,1620,20130622,19000101203400
3230,MQ,213,20130623,19000101122000
2126,US,184,20130623,19000101125500
3305,MQ,431,20130623,19000101145800
1202,UA,404,20130623,19000101162200
127,B6,937,20130624,19000101134100
221,AA,1089,20130624,19000101210100
775,UA,719,20130625,19000101104200
4240,EV,282,20130625,19000101110900
4312,EV,199,20130625,19000101221200
1241,UA,997,20130625,19000101234200
4533,EV,282,20130626,19000101074400
3523,9E,740,20130626,19000101193000
778,FL,762,20130626,19000101223100
169,VX,2454,20130626,19000101224400
407,UA,2227,20130626,19000101231700
5033,EV,963,20130627,19000101122700
226,WN,1605,20130627,19000101145800
518,B6,187,20130628,19000101113300
1831,US,541,20130628,19000101121300
4471,EV,529,20130629,19000101084600
4060,9E,549,20130629,19000101115700
31,DL,1990,20130629,19000101185000
1901,AA,1417,20130630,19000101220900
328,UA,200,20130701,19000101123400
2147,AA,1085,20130701,19000101160500
1498,UA,733,20130701,19000101163400
5258,EV,195,20130702,19000101232700
3267,MQ,719,20130703,19000101072400
1854,DL,1076,20130703,19000101222300
1163,UA,200,20130704,19000101110800
1711,UA,1400,20130704,19000101112400
791,AA,1389,20130705,19000101232100
2580,B6,200,20130706,19000101184200
1147,DL,762,20130707,19000101000400
2131,DL,502,20130707,19000101235200
2171,US,214,20130708,19000101122300
1711,AA,740,20130708,19000101190500
181,AA,2475,20130708,19000101220500
1485,DL,950,20130708,19000101234600
3472,9E,509,20130709,19000101225500
4373,EV,199,20130709,19000101232600
4065,9E,659,20130710,19000101114800
2002,B6,301,20130711,19000101012100
211,B6,2248,20130711,19000101083800
675,B6,1182,20130711,19000101085600
309,UA,2227,20130711,19000101113700
63,B6,2422,20130711,19000101120200
3910,9E,288,20130711,19000101123600
331,AA,733,20130712,19000101150300
1882,WN,738,20130713,19000101125100
431,B6,1047,20130713,19000101161500
117,AA,2475,20130713,19000101214500
1711,UA,1400,20130714,19000101110600
4374,EV,416,20130714,19000101125700
3416,MQ,431,20130714,19000101170700
1292,UA,1065,20130714,19000101224500
305,AA,733,20130715,19000101080600
2702,B6,301,20130715,19000101085600
4240,EV,282,20130716,19000101104900
2159,DL,944,20130716,19000101220800
1629,US,96,20130717,19000101064900
1600,UA,2454,20130717,19000101181000
881,AA,1391,20130717,19000101191400
135,B6,2153,20130717,19000101230500
346,FL,762,20130718,19000101103100
4364,EV,1092,20130718,19000101104400
2169,US,214,20130718,19000101111200
2124,US,184,20130718,19000101115100
5796,EV,529,20130718,19000101135700
5038,EV,866,20130719,19000101000700
2161,US,214,20130719,19000101064900
1031,DL,502,20130719,19000101124300
127,B6,937,20130719,19000101135200
759,AA,1389,20130719,19000101174600
1499,DL,762,20130719,19000101201400
1837,AA,1096,20130720,19000101084900
2280,B6,200,20130720,19000101092400
803,B6,1598,20130720,19000101214200
1375,DL,1990,20130721,19000101154400
1581,UA,2402,20130721,19000101224900
5148,EV,746,20130723,19000101153400
2019,AA,888,20130723,19000101214500
311,UA,1605,20130724,19000101091400
2132,US,184,20130724,19000101160200
3588,MQ,1020,20130724,19000101160400
3854,EV,746,20130724,19000101190400
2043,DL,760,20130725,19000101154200
1682,UA,1065,20130726,19000101002200
691,UA,937,20130726,19000101110700
1163,DL,2475,20130726,19000101194800
403,B6,1598,20130727,19000101144400
573,B6,997,20130728,19000101184800
492,UA,2227,20130729,19000101090300
183,VX,2565,20130729,19000101103700
1847,DL,762,20130729,19000101121400
4640,EV,533,20130729,19000101142800
2793,MQ,483,20130729,19000101173700
3075,MQ,589,20130729,19000101183600
1935,DL,1010,20130729,19000101184000
1638,UA,404,20130729,19000101185800
3674,MQ,419,20130729,19000101202100
305,B6,1065,20130729,19000101213900
278,UA,1400,20130729,19000101221800
2098,DL,1096,20130730,19000101153400
4352,EV,569,20130730,19000101183900
4224,EV,725,20130730,19000101191400
1065,US,541,20130731,19000101080400
4,DL,1598,20130731,19000101200700
389,UA,2586,20130731,19000101221200
31,DL,1990,20130801,19000101193300
1006,DL,187,20130802,19000101130700
1779,DL,1076,20130802,19000101173100
3393,9E,213,20130802,19000101190700
3386,MQ,213,20130803,19000101145800
1995,US,544,20130803,19000101165200
837,F9,1620,20130803,19000101204100
163,WN,1428,20130804,19000101095700
1903,DL,1047,20130804,19000101133000
559,UA,997,20130804,19000101232400
4422,EV,319,20130805,19000101074600
40,WN,1428,20130805,19000101150500
165,VX,2454,20130805,19000101154500
5795,EV,319,20130806,19000101130400
1106,UA,1400,20130806,19000101131400
1700,UA,2565,20130806,19000101154700
1995,US,544,20130806,19000101162900
105,B6,740,20130806,19000101233600
1403,B6,1598,20130807,19000101094000
1947,DL,762,20130807,19000101142000
1031,DL,502,20130809,19000101131300
4160,EV,644,20130810,19000101155200
313,AA,733,20130811,19000101100100
2099,AA,1096,20130811,19000101141100
1873,US,544,20130811,19000101210900
5048,EV,292,20130811,19000101220600
1634,B6,266,20130812,19000101101400
1511,B6,1068,20130812,19000101104800
1485,DL,950,20130812,19000101220800
2223,AA,888,20130813,19000101165700
27,VX,2586,20130813,19000101203800
4638,EV,569,20130814,19000101104300
153,B6,1028,20130814,19000101214400
1144,UA,937,20130815,19000101085400
685,UA,733,20130815,19000101162800
315,DL,1598,20130816,19000101103400
4374,EV,1008,20130816,19000101103900
1623,UA,1023,20130816,19000101132100
4412,EV,569,20130816,19000101161300
837,F9,1620,20130816,19000101192700
324,UA,937,20130816,19000101234600
199,B6,950,20130817,19000101121400
433,US,2133,20130818,19000101091600
4510,EV,725,20130818,19000101114100
1601,UA,1065,20130818,19000101172600
706,UA,2227,20130819,19000101095800
683,B6,944,20130819,19000101100200
1216,UA,1608,20130819,19000101123900
1879,AA,1096,20130819,19000101134800
4144,EV,319,20130820,19000101075600
3556,MQ,502,20130820,19000101180200
711,AA,1389,20130821,19000101094200
4633,EV,594,20130821,19000101173700
1574,UA,2565,20130821,19000101182900
4283,EV,628,20130821,19000101200300
87,DL,1990,20130821,19000101224400
3478,MQ,502,20130823,19000101093600
2379,DL,1076,20130823,19000101121000
401,WN,1620,20130823,19000101195600
299,B6,950,20130823,19000101205800
1491,B6,199,20130824,19000101084800
3367,9E,589,20130825,19000101222200
5815,EV,277,20130826,19000101095000
677,B6,828,20130826,19000101101000
1140,UA,200,20130827,19000101092900
4453,WN,738,20130827,19000101141500
4682,EV,1167,20130827,19000101155500
273,UA,1023,20130827,19000101155600
825,AA,1096,20130827,19000101175200
201,B6,1069,20130827,19000101212100
1583,UA,2565,20130828,19000101171100
1185,B6,427,20130828,19000101205200
3644,MQ,762,20130829,19000101140500
5712,EV,228,20130829,19000101160500
274,UA,404,20130829,19000101161800
753,AA,1389,20130829,19000101173800
4099,EV,872,20130830,19000101093100
3407,MQ,479,20130830,19000101102100
2231,DL,502,20130830,19000101181000
347,FL,762,20130831,19000101080100
305,AA,733,20130901,19000101081000
4495,EV,708,20130901,19000101114000
927,B6,937,20130901,19000101151400
3367,9E,589,20130901,19000101222800
1307,B6,228,20130902,19000101140100
1721,UA,2454,20130902,19000101194500
4495,EV,708,20130903,19000101114700
199,B6,950,20130904,19000101115900
1708,UA,1620,20130904,19000101133500
465,WN,738,20130905,19000101075800
1511,B6,1068,20130905,19000101104000
745,UA,1620,20130905,19000101172000
691,UA,733,20130905,19000101190700
1218,UA,1372,20130906,19000101103100
2055,US,96,20130907,19000101065700
731,DL,502,20130907,19000101072900
18,WN,764,20130907,19000101084700
1299,UA,2565,20130907,19000101085200
1289,B6,1608,20130907,19000101113500
3231,MQ,340,20130907,19000101174100
3497,9E,427,20130907,19000101205300
2187,US,214,20130908,19000101172800
2071,US,544,20130909,19000101103400
201,WN,748,20130909,19000101141100
343,AA,733,20130909,19000101172900
145,AA,1089,20130909,19000101180400
1464,UA,404,20130909,19000101212900
491,WN,725,20130910,19000101145500
1185,AA,1389,20130911,19000101204900
685,FL,762,20130911,19000101233900
1768,DL,1990,20130912,19000101000100
456,UA,1065,20130912,19000101130300
1512,UA,1085,20130912,19000101140400
165,VX,2454,20130912,19000101160100
3393,9E,213,20130912,19000101164400
6054,EV,212,20130913,19000101140000
1978,US,541,20130913,19000101140800
553,B6,1028,20130913,19000101154200
431,B6,1047,20130913,19000101180300
695,UA,733,20130913,19000101225600
1163,DL,2475,20130914,19000101183700
4640,EV,533,20130915,19000101143500
2183,US,214,20130915,19000101150500
408,B6,273,20130915,19000101181000
2140,US,184,20130916,19000101095800
485,DL,746,20130916,19000101111200
2150,US,184,20130916,19000101150100
1117,UA,937,20130916,19000101154000
1714,UA,1416,20130917,19000101075400
2140,US,184,20130917,19000101101200
213,B6,2465,20130917,19000101164000
1109,UA,937,20130917,19000101202500
4560,EV,199,20130917,19000101221300
2380,B6,200,20130918,19000101122800
1158,UA,1085,20130918,19000101155000
4195,EV,748,20130918,19000101201500
1171,AA,1389,20130919,19000101200800
763,DL,2475,20130920,19000101101200
4372,EV,199,20130920,19000101153800
5268,EV,544,20130920,19000101202300
3855,9E,94,20130921,19000101100800
1271,B6,1076,20130921,19000101220800
1816,B6,209,20130921,19000101233900
4638,EV,569,20130922,19000101103800
483,B6,944,20130922,19000101131000
3669,MQ,762,20130922,19000101164600
4109,EV,748,20130922,19000101182700
325,AA,733,20130923,19000101120400
5,B6,1065,20130923,19000101121500
3388,MQ,479,20130923,19000101144500
348,FL,762,20130923,19000101153100
3359,MQ,427,20130923,19000101162700
3310,9E,1113,20130923,19000101201300
985,DL,187,20130923,19000101214400
119,AA,2454,20130923,19000101223000
2023,US,529,20130924,19000101081400
1591,UA,1400,20130924,19000101101500
2071,US,544,20130924,19000101104600
