flight_number,airline,passengers,arrival_date,arrival_time
2347,DL,762,20130305,19000101172000
725,B6,1576,20130306,19000101102200
321,UA,1400,20130307,19000101095100
347,B6,1041,20130307,19000101173000
2189,US,214,20130307,19000101212600
507,B6,1065,20130309,19000101082400
399,B6,950,20130310,19000101000300
707,B6,1598,20130310,19000101032200
3613,9E,264,20130310,19000101103600
4517,MQ,444,20130310,19000101201500
1281,US,529,20130311,19000101085000
66,B6,301,20130312,19000101135900
1973,US,529,20130312,19000101204600
337,AA,733,20130313,19000101162200
1259,UA,1416,20130313,19000101194800
947,DL,762,20130313,19000101211500
1097,DL,1182,20130313,19000101212300
127,DL,2475,20130314,19000101203300
394,UA,733,20130315,19000101132200
4943,EV,431,20130315,19000101160000
4612,EV,1008,20130315,19000101172600
319,AA,733,20130316,19000101122100
4577,MQ,544,20130317,19000101153600
1031,DL,502,20130318,19000101132400
1,B6,1069,20130318,19000101141500
2331,DL,502,20130319,19000101194000
983,B6,1010,20130321,19000101090300
1223,UA,2454,20130321,19000101114300
503,B6,1065,20130321,19000101125400
1287,UA,1620,20130321,19000101174600
1935,DL,1010,20130321,19000101192600
3437,9E,745,20130323,19000101203000
19,AA,2475,20130327,19000101131800
145,B6,1028,20130328,19000101083400
1162,UA,2434,20130328,19000101100600
309,UA,1065,20130328,19000101125500
325,B6,1005,20130329,19000101004700
4406,MQ,427,20130329,19000101094400
709,B6,1598,20130329,19000101100400
791,AA,1389,20130329,19000101220200
316,UA,1023,20130330,19000101135600
4150,EV,569,20130330,19000101174800
91,DL,2248,20130330,19000101185500
5020,EV,963,20130401,19000101075200
2181,DL,950,20130402,19000101173800
1773,DL,1990,20130402,19000101191800
132,UA,2475,20130403,19000101193300
1077,UA,1085,20130404,19000101085600
1837,AA,1096,20130407,19000101084200
115,WN,725,20130408,19000101222600
11,VX,2586,20130409,19000101103400
863,DL,2475,20130409,19000101144000
1982,DL,1096,20130409,19000101205100
4543,EV,1017,20130409,19000101213500
443,AA,1089,20130410,19000101101300
108,B6,301,20130410,19000101103900
4141,EV,746,20130411,19000101161900
30,B6,264,20130412,19000101005300
347,UA,1400,20130412,19000101204600
329,DL,1598,20130412,19000101205400
29,VX,2586,20130412,19000101221400
4471,MQ,431,20130415,19000101124000
321,AA,733,20130416,19000101115000
4404,MQ,427,20130416,19000101152700
3962,WN,725,20130416,19000101192300
2285,DL,950,20130417,19000101094600
1747,DL,762,20130417,19000101114700
165,VX,2454,20130417,19000101155700
87,B6,1990,20130417,19000101222700
183,DL,2422,20130418,19000101120400
57,B6,1028,20130418,19000101121400
1787,AA,1005,20130419,19000101021500
1819,DL,1020,20130419,19000101174800
1116,UA,200,20130422,19000101175300
391,B6,950,20130423,19000101223600
975,DL,335,20130424,19000101211400
309,AA,733,20130425,19000101105800
1299,UA,1068,20130428,19000101234500
5216,EV,1107,20130429,19000101132200
343,AA,733,20130429,19000101174300
1271,DL,1069,20130430,19000101110000
354,FL,397,20130430,19000101213500
1435,DL,1010,20130430,19000101221100
1625,US,544,20130501,19000101134400
307,UA,1416,20130503,19000101160300
1172,B6,200,20130505,19000101091900
5716,EV,228,20130508,19000101072100
4425,MQ,213,20130508,19000101130400
378,UA,733,20130508,19000101165700
733,UA,1620,20130509,19000101103000
2319,DL,1020,20130510,19000101115900
4605,MQ,431,20130510,19000101153500
1885,US,96,20130511,19000101065300
2181,DL,950,20130512,19000101181600
3459,9E,765,20130513,19000101173200
3325,9E,1391,20130513,19000101193300
203,B6,2248,20130514,19000101095600
4255,EV,628,20130515,19000101122800
1783,B6,944,20130515,19000101170600
195,B6,2248,20130516,19000101213700
303,UA,2586,20130517,19000101091600
4175,EV,583,20130517,19000101102200
1871,AA,1096,20130517,19000101125100
4133,EV,160,20130517,19000101165800
3383,9E,589,20130517,19000101184200
1863,DL,1587,20130517,19000101201800
2181,DL,950,20130518,19000101175100
359,AA,733,20130518,19000101200800
700,UA,2454,20130520,19000101124300
4403,MQ,427,20130520,19000101162000
722,FL,762,20130520,19000101220700
4471,MQ,431,20130521,19000101124600
2126,US,184,20130521,19000101125800
537,B6,997,20130521,19000101194800
143,B6,1074,20130523,19000101150600
1375,DL,1990,20130523,19000101152000
688,US,2133,20130523,19000101163300
4201,EV,872,20130525,19000101184500
2177,US,214,20130527,19000101145600
1435,DL,1010,20130527,19000101222500
1250,UA,733,20130528,19000101113400
1505,US,544,20130528,19000101163300
195,B6,2248,20130528,19000101210800
405,UA,733,20130529,19000101070600
27,B6,1005,20130530,19000101090200
535,UA,2475,20130530,19000101222200
1024,WN,711,20130601,19000101191400
1935,DL,1010,20130603,19000101192300
4312,EV,199,20130603,19000101215300
1731,DL,760,20130604,19000101110100
733,UA,1620,20130604,19000101132500
401,DL,746,20130604,19000101134000
4205,9E,184,20130604,19000101163600
625,WN,711,20130604,19000101195800
1186,UA,1085,20130606,19000101154700
1115,UA,997,20130609,19000101083000
1010,UA,2434,20130609,19000101144900
1152,UA,2434,20130609,19000101233500
3419,MQ,762,20130612,19000101110300
4125,EV,445,20130613,19000101091100
2019,DL,1020,20130613,19000101205700
3807,EV,199,20130613,19000101212300
141,B6,1028,20130614,19000101160800
4874,EV,431,20130615,19000101195000
212,UA,1065,20130616,19000101175900
43,B6,944,20130617,19000101013300
1157,DL,1008,20130618,19000101102400
317,AA,733,20130618,19000101114600
1587,UA,1068,20130618,19000101183300
1765,DL,2586,20130619,19000101130800
615,B6,828,20130619,19000101170000
277,UA,2227,20130620,19000101124200
21,AA,2475,20130622,19000101215100
3353,9E,509,20130623,19000101092700
732,UA,2454,20130623,19000101093900
5966,EV,746,20130623,19000101153200
1639,B6,1080,20130623,19000101163300
721,FL,397,20130626,19000101154600
398,UA,2454,20130627,19000101113400
343,AA,733,20130628,19000101174100
2603,WN,764,20130628,19000101220300
1733,US,544,20130629,19000101115800
1973,US,529,20130629,19000101200500
1615,UA,1504,20130629,19000101215300
2370,DL,1035,20130630,19000101221300
59,AA,2586,20130701,19000101105000
1604,UA,200,20130701,19000101225500
525,B6,1005,20130703,19000101095800
2134,US,184,20130703,19000101165800
4640,EV,533,20130705,19000101133900
337,AA,733,20130706,19000101145800
6000,EV,645,20130708,19000101162300
3674,MQ,419,20130709,19000101221500
1435,DL,1010,20130709,19000101232300
3535,MQ,483,20130711,19000101220500
397,UA,2586,20130712,19000101112600
566,UA,937,20130712,19000101183400
291,UA,1504,20130712,19000101235700
2247,DL,762,20130713,19000101161500
3546,MQ,1020,20130714,19000101131600
5169,EV,258,20130715,19000101231700
5258,EV,195,20130715,19000101233500
404,UA,719,20130716,19000101112700
1142,UA,200,20130716,19000101204000
418,B6,187,20130716,19000101210600
1854,DL,1076,20130717,19000101001900
3433,MQ,213,20130719,19000101165500
177,AA,2586,20130719,19000101213400
702,B6,301,20130719,19000101233100
759,AA,1389,20130721,19000101171700
3556,MQ,502,20130721,19000101184300
931,US,541,20130722,19000101141700
291,UA,1504,20130724,19000101020100
1503,B6,1598,20130724,19000101051600
3202,MQ,665,20130724,19000101180200
725,UA,719,20130725,19000101105300
4424,EV,416,20130726,19000101083700
807,DL,746,20130727,19000101101400
1107,UA,1605,20130727,19000101181900
1295,B6,1521,20130727,19000101232200
1071,UA,1585,20130728,19000101014000
518,B6,187,20130728,19000101111800
1130,UA,2454,20130729,19000101161900
583,B6,944,20130730,19000101082000
3305,MQ,431,20130730,19000101151400
4498,EV,284,20130730,19000101230300
5038,EV,866,20130731,19000101202500
1503,B6,1598,20130803,19000101052400
2802,B6,301,20130803,19000101074300
4583,EV,284,20130804,19000101165800
806,UA,2454,20130806,19000101123300
1734,UA,719,20130806,19000101141600
503,UA,1504,20130806,19000101175700
1677,UA,2565,20130808,19000101145000
2280,B6,200,20130809,19000101093800
1875,DL,1010,20130810,19000101142100
311,UA,1605,20130811,19000101092500
4998,EV,1107,20130811,19000101103300
1592,UA,937,20130812,19000101100600
3662,MQ,762,20130812,19000101230700
2071,US,544,20130813,19000101113400
263,B6,2422,20130813,19000101204400
1415,DL,1990,20130814,19000101100800
1357,AA,1598,20130815,19000101125900
3388,MQ,479,20130815,19000101144800
914,DL,1620,20130816,19000101100900
4412,EV,569,20130816,19000101161300
1368,WN,764,20130816,19000101193400
15,UA,4963,20130818,19000101173200
5454,EV,488,20130818,19000101212500
3603,MQ,502,20130818,19000101223900
1975,WN,1428,20130819,19000101100900
1717,B6,1010,20130819,19000101110100
2041,AA,1089,20130819,19000101153500
4533,EV,282,20130820,19000101073000
3658,MQ,762,20130820,19000101144100
1431,UA,2227,20130821,19000101123500
1142,UA,200,20130822,19000101000500
234,B6,266,20130822,19000101003500
2175,US,214,20130823,19000101112400
3532,MQ,1147,20130823,19000101173700
461,DL,762,20130824,19000101081300
161,VX,2454,20130824,19000101115000
925,B6,1005,20130824,19000101130200
402,DL,187,20130824,19000101173300
4113,EV,645,20130824,19000101185900
2370,DL,1035,20130824,19000101210000
4193,EV,1008,20130826,19000101153300
686,US,2133,20130827,19000101153100
565,WN,711,20130828,19000101215400
2043,DL,760,20130829,19000101154000
4552,EV,445,20130829,19000101162500
3846,EV,583,20130829,19000101174400
411,B6,2248,20130830,19000101115000
1128,UA,1416,20130830,19000101212200
797,UA,2475,20130831,19000101090100
2485,AA,1391,20130831,19000101202800
647,AA,1089,20130901,19000101120600
1779,DL,1076,20130901,19000101172300
4334,EV,463,20130902,19000101080700
711,B6,2248,20130902,19000101224200
461,B6,1035,20130903,19000101101000
251,UA,997,20130903,19000101222700
486,B6,264,20130904,19000101234600
1697,AA,1089,20130905,19000101153100
1499,DL,762,20130905,19000101190500
1271,B6,1076,20130905,19000101222800
4978,EV,544,20130906,19000101170400
21,AA,2475,20130906,19000101221000
883,US,529,20130907,19000101073200
316,UA,997,20130907,19000101082600
2142,US,184,20130907,19000101110400
766,UA,2586,20130907,19000101144200
1409,UA,2227,20130908,19000101130200
4171,EV,799,20130908,19000101153700
3542,9E,1029,20130909,19000101201500
1289,UA,2227,20130910,19000101095600
3350,9E,427,20130910,19000101180100
3532,MQ,1147,20130911,19000101172500
425,US,541,20130911,19000101210800
4252,EV,725,20130912,19000101071900
3709,MQ,719,20130912,19000101085000
15,B6,2586,20130914,19000101115100
1175,AA,1096,20130915,19000101084000
4700,EV,529,20130915,19000101225200
1183,UA,1068,20130916,19000101181100
4294,EV,708,20130916,19000101184800
135,B6,2153,20130916,19000101222200
5109,EV,641,20130917,19000101112100
17,DL,2475,20130917,19000101205900
315,DL,1598,20130918,19000101110400
1727,UA,2565,20130918,19000101115200
483,B6,944,20130919,19000101131300
1461,UA,1400,20130919,19000101152600
207,UA,419,20130919,19000101164600
3864,9E,94,20130919,19000101205500
5299,EV,963,20130920,19000101144200
3850,EV,533,20130920,19000101193700
1647,DL,762,20130921,19000101131700
3388,MQ,479,20130921,19000101155800
299,B6,950,20130921,19000101201600
1401,UA,1085,20130922,19000101220800
4533,EV,282,20130923,19000101071300
3325,9E,1391,20130923,19000101210400
172,WN,738,20130925,19000101110900
781,DL,762,20130925,19000101153700
1357,AA,1598,20130927,19000101124000
436,UA,200,20130927,19000101132200
65,B6,1826,20130927,19000101222800
1117,B6,1010,20130929,19000101191000
1,B6,1069,20130930,19000101134500
135,B6,2153,20131001,19000101223400
1879,DL,1076,20131003,19000101101100
1685,DL,950,20131003,19000101144600
586,B6,264,20131004,19000101110200
287,UA,719,20131006,19000101172000
3521,9E,740,20131007,19000101100400
5309,EV,378,20131007,19000101142400
1048,UA,733,20131007,19000101203000
5311,EV,378,20131009,19000101001500
245,UA,1605,20131009,19000101095000
573,B6,997,20131010,19000101181100
299,B6,950,20131010,19000101220100
2067,WN,1411,20131011,19000101231600
219,B6,541,20131013,19000101100800
5463,EV,764,20131014,19000101093100
1619,DL,1020,20131014,19000101184800
5068,EV,488,20131015,19000101074200
802,US,529,20131015,19000101165800
199,B6,950,20131016,19000101121000
1064,UA,200,20131016,19000101183400
2042,DL,746,20131017,19000101193000
4141,EV,746,20131018,19000101155900
349,FL,762,20131018,19000101164200
116,B6,209,20131020,19000101103400
771,UA,2475,20131021,19000101232200
1663,UA,2565,20131023,19000101170600
133,AA,2475,20131024,19000101184000
1131,DL,502,20131025,19000101143800
3326,9E,665,20131025,19000101170000
1109,UA,937,20131025,19000101200600
1875,DL,1010,20131026,19000101142600
1170,AA,888,20131026,19000101153400
695,DL,944,20131027,19000101133200
246,UA,1372,20131027,19000101192200
5268,EV,544,20131028,19000101211000
1583,UA,2565,20131029,19000101115500
307,AA,733,20131030,19000101091700
2171,US,214,20131030,19000101092900
5311,EV,378,20131031,19000101231700
3822,EV,445,20131101,19000101145000
1845,WN,1605,20131102,19000101142200
237,UA,719,20131103,19000101210600
446,UA,1085,20131104,19000101174800
1511,B6,1068,20131105,19000101104400
1371,B6,1076,20131106,19000101001300
1909,US,96,20131106,19000101064200
1177,UA,719,20131106,19000101083500
3531,MQ,431,20131106,19000101102200
327,AA,733,20131106,19000101130500
4687,EV,569,20131107,19000101154900
2459,DL,944,20131108,19000101185000
4101,EV,143,20131110,19000101082600
3370,MQ,213,20131110,19000101090800
117,AA,2475,20131110,19000101163300
1373,B6,636,20131111,19000101163100
5091,EV,335,20131111,19000101173900
477,DL,2475,20131111,19000101200500
2928,9E,740,20131111,19000101212400
177,AA,2586,20131111,19000101215500
1145,AA,1389,20131112,19000101170100
4191,EV,748,20131112,19000101193600
1121,WN,738,20131113,19000101074900
2267,AA,1096,20131113,19000101114600
3795,9E,569,20131114,19000101144900
4552,EV,445,20131117,19000101150200
5298,EV,1148,20131117,19000101192400
1615,UA,1504,20131118,19000101101700
411,B6,2248,20131118,19000101124600
1164,DL,187,20131118,19000101162400
485,UA,1605,20131119,19000101164400
418,UA,2565,20131119,19000101205900
2931,9E,340,20131120,19000101205100
29,AA,1035,20131121,19000101105100
4294,EV,708,20131121,19000101182300
1051,UA,733,20131122,19000101182700
1687,AA,1089,20131123,19000101134700
1619,DL,1020,20131123,19000101181300
3673,9E,229,20131124,19000101163100
927,B6,937,20131124,19000101163200
5287,EV,812,20131126,19000101211100
187,VX,2565,20131127,19000101132700
1148,UA,997,20131128,19000101105300
2506,DL,1076,20131128,19000101142400
1280,UA,1416,20131128,19000101154800
575,B6,1182,20131128,19000101163000
425,B6,1005,20131129,19000101001600
257,UA,2586,20131130,19000101185000
2923,9E,1029,20131130,19000101225400
3350,WN,738,20131201,19000101141900
725,WN,1605,20131201,19000101143100
1271,DL,1069,20131202,19000101114200
2402,B6,301,20131202,19000101144000
1410,AA,1096,20131203,19000101191700
1085,AA,1089,20131204,19000101122400
399,VX,2475,20131205,19000101103800
1975,WN,748,20131206,19000101085400
85,AA,2586,20131206,19000101191500
883,B6,944,20131206,19000101224700
160,FL,397,20131208,19000101112000
691,UA,733,20131208,19000101151000
3384,MQ,544,20131209,19000101003800
5713,EV,229,20131209,19000101174600
436,DL,1626,20131210,19000101232800
1641,UA,937,20131211,19000101161400
5797,EV,277,20131213,19000101142900
1295,B6,1521,20131216,19000101002200
321,UA,200,20131216,19000101163700
195,WN,888,20131216,19000101201600
565,UA,1605,20131218,19000101140700
1073,AA,1096,20131219,19000101171100
745,B6,1617,20131221,19000101044500
398,WN,711,20131222,19000101092300
409,DL,2586,20131223,19000101193000
745,UA,1620,20131225,19000101172400
901,B6,1069,20131226,19000101112200
388,AA,1096,20131226,19000101153300
2918,9E,665,20131226,19000101173300
3669,MQ,762,20131226,19000101174700
1146,UA,200,20131227,19000101160700
1124,UA,1725,20131228,19000101125100
4294,EV,708,20131228,19000101193900
1691,AA,1372,20131229,19000101235600
21,AA,2475,20131230,19000101221600
